name_1,name_2,region,country,year,type,producer,volume,price_sek,price_pr_litre_sek,apk,alcohol,product_num,score
Leopard's Leap Culinaria Collection,Chenin Blanc,Western Cape,South Africa,2016,White wine,Leopard's Leap Wines,750,139,185.33,0.0728430367452652,13.5,70931,NaN
Leopard's Leap Culinaria Collection,Grand Vin,Western Cape,South Africa,2017,Red wine,Leopard's Leap Wines,750,139,185.33,0.0728430367452652,13.5,72270,NaN
La Galoche,Beaujolais,Bourgogne,France,2017,White wine,Domaine Saint-Cyr,750,179,238.67,0.05446851300959484,13,74988,NaN
Lindemans Bin 65,Chardonnay,South Eastern Australia,Australia,2018,White wine,Lindemans,750,79,105.33,0.12816861293078896,13.5,2106,NaN
Lindemans Bin 65,Chardonnay,South Eastern Australia,Australia,2018,White wine,Lindemans,375,47,125.33,0.10771563073485997,13.5,2106,NaN
Bodega Lanzaga La Estrada,NA,Rioja,Spain,2015,Red wine,Telmo Rodriguez,750,589,785.33,0.018463575821629122,14.5,90470,NaN
Bodega Lanzaga El Velado,NA,Rioja,Spain,2015,Red wine,Telmo Rodriguez,750,549,732,0.01912568306010929,14,90453,NaN
Tococo,Syrah,Coquimbo,Chile,2015,Red wine,Vinedos de Alcohuaz,750,299,398.67,0.033862593122131086,13.5,90471,NaN
Les Petites Cailles,Jean Luc Baldes-Clos Triguedina,Frankrike sydväst,France,2012,Red wine,Jean Luc Baldes-Clos Triguedina,750,299,398.67,0.033862593122131086,13.5,90472,94
Quinta do Mondego,Branco,Dão,Portugal,2016,White wine,Quinta do Mondego,750,169,225.33,0.057693161141437,13,73852,87
Munda Encruzado,NA,Dão,Portugal,2015,White wine,Quinta do Mondego,750,239,318.67,0.04236357360278658,13.5,74869,91
Le Ballon,Blanc,Languedoc-Roussillon,France,2017,White wine,Les Ballon,750,112,149.33,0.08370722560771444,12.5,75992,NaN
Le Ballon,Rouge,Languedoc-Roussillon,France,2016,Red wine,Les Ballon,750,112,149.33,0.08370722560771444,12.5,73977,NaN
Le Ballon,Rosé,Languedoc-Roussillon,France,2017,Rosé wine,Les Ballon,750,112,149.33,0.08370722560771444,12.5,74099,NaN
Buena Pinta,NA,Kastilien-La Mancha,Spain,2017,Red wine,Bodegas y Viñedos Ponce,750,169,225.33,0.05325522566901877,12,72559,NaN
Rift 69,Beaujolais Villages,Bourgogne,France,2017,Red wine,Maison Jean Loron,750,139,185.33,0.07014514649544056,13,79627,NaN
Vigna dell'Impero 1935,Tenuta Sette Ponti,Toscana,Italy,2013,Red wine,Tenuta Sette Ponti,750,549,732,0.018442622950819672,13.5,99190,NaN
Château de Pez,NA,Bordeaux,France,2010,Red wine,Château de Pez,750,495,660,0.021212121212121213,14,71231,87
Edition Chremisa,Grüner Veltliner,Niederösterreich,Austria,2017,White wine,Winzer Krems,750,189,252,0.05357142857142857,13.5,72106,87
Sandrone,Barbera d'Alba,Piemonte,Italy,2016,Red wine,Luciano Sandrone,750,249,332,0.04216867469879518,14,70467,87
Hoya del Navio,NA,Kanarieöarna,Spain,2013,Red wine,Finca La Hornaca,750,281,374.67,0.03736621560306403,14,76044,NaN
Hambledon,Classic Cuvée Rosé,England,UK,NA,Rosé wine,Hambledon,750,459,612,0.0196078431372549,12,73152,NaN
Ugo Lequio,Barbaresco Gallina,Piemonte,Italy,2015,Red wine,Ugo Lequio,750,299,398.67,0.03637093335340005,14.5,2426,87
Selbach-Oster,Zeltinger Sonnenuhr Riesling Spätlese Feinherb Ur-Alte Reben,Mosel,Germany,2016,White wine,Weingut Selbach-Oster,750,244,325.33,0.036885623828112994,12,90515,NaN
Dönnhoff,Oberhäuser Brücke Spätlese,Nahe,Germany,2017,White wine,Weingut Hermann Dönnhoff,750,327,436,0.0194954128440367,8.5,90520,93.5
Grimaldi,Dolcetto d'Alba,Piemonte,Italy,2017,Red wine,Grimaldi Luigino e C. Snc.,750,99,132,0.10227272727272728,13.5,2054,91.25
Campo dei Lecci,Bolgheri,Toscana,Italy,2014,Red wine,Società Agricola Tenuta Campo dei Lecci,750,399,532,0.02631578947368421,14,2698,NaN
Dönnhoff,Oberhäuser Brücke Auslese Goldkapsel,Nahe,Germany,2017,White wine,Weingut Hermann Dönnhoff,375,289,770.67,0.00973179181750944,7.5,90527,93.5
Dönnhoff,Niederhäuser Hermannshöhle Riesling Auslese Goldkapsel,Nahe,Germany,2017,White wine,Weingut Hermann Dönnhoff,375,299,797.33,0.010284323931120111,8.2,90529,93.5
Selbach-Oster,Zeltinger Sonnenuhr Riesling Spätlese,Mosel,Germany,2017,White wine,Weingut Selbach-Oster,750,229,305.33,0.02783873186388498,8.5,90532,NaN
Dönnhoff,Roxheimer Höllenpfad Riesling Trocken Erste Lage,Nahe,Germany,2017,White wine,Weingut Hermann Dönnhoff,750,265,353.33,0.035377692242379646,12.5,90541,93.5
Dönnhoff,Weissburgunder S,Nahe,Germany,2017,White wine,Weingut Hermann Dönnhoff,750,269,358.67,0.03624501631025734,13,90542,93.5
Selbach-Oster,Zeltinger Sonnenuhr Riesling Auslese***,Mosel,Germany,2017,White wine,Weingut Selbach-Oster,750,545,726.67,0.010321053573148747,7.5,90552,NaN
Château Bélair-Monange,NA,Bordeaux,France,2000,Red wine,Château Belair-Monange,750,999,1332,0.009384384384384385,12.5,90570,94.125
Cecchi,Vernaccia di San Gimignano,Toscana,Italy,2017,White wine,Cecchi,750,99,132,0.0946969696969697,12.5,6047,86.87878787878788
Chignin,Les 1er récoltants,Savoie,France,2015,White wine,Claude Quenard & Fils,750,229,305.33,0.037664166639373796,11.5,90603,87.5
Graacher Himmelreich,Riesling Auslese,Mosel,Germany,2009,White wine,Joh Jos Prüm,750,399,532,0.015037593984962405,8,77051,90.64583333333333
Sopron,Kékfrankos és Syrah,North Transdanubia,Hungary,2018,Red wine,Weingut Weninger,750,99,132,0.10227272727272728,13.5,2158,88
Giacomo,A Mio Padre,Toscana,Italy,2015,Red wine,La Villa di Ilaria,750,349,465.33,0.031160681666774118,14.5,90612,90.10344827586206
Adobe,Reserva Malbec,Valle Central,Chile,2017,Red wine,Viñedos Emiliana,750,79,105.33,0.12816861293078896,13.5,2520,85.36363636363636
Pietro dal Cero,Amarone della Valpolicella,Venetien,Italy,2008,Red wine,Azienda Agricola Ca dei Frati,375,349,930.67,0.018266410220593766,17,90630,NaN
Arnot-Roberts,El Dorado Gamay Noir,Kalifornien,US,2017,Red wine,Arnot Roberts,750,393,524,0.02385496183206107,12.5,90632,NaN
RHU,Mezcla Tinta,Coquimbo,Chile,2013,Red wine,Vinedos de Alcohuaz,750,349,465.33,0.029011669138031076,13.5,90635,NaN
Selbach-Oster,Zeltinger Schlossberg Riesling Auslese Schmitt,Mosel,Germany,2017,White wine,Weingut Selbach-Oster,750,390,520,0.013461538461538462,7,90642,NaN
Paco & Lola,Albariño,Galicien,Spain,2017,White wine,Arousana,750,139,185.33,0.07014514649544056,13,74180,88.14285714285714
Pago Casa Gran,Falcata Syrah Monastrell Rosé,NA,Spain,2018,Rosé wine,Pago Casa Gran,750,139,185.33,0.06474936599579129,12,79036,87
Pfaff,Steinert Grand Cru Riesling,Alsace,France,2016,White wine,La Cave des Vignerons de Pfaffenheim,750,239,318.67,0.03922553111369128,12.5,77208,86.29166666666667
Pfaff,Special,Alsace,France,2016,White wine,La Cave des Vignerons de Pfaffenheim,750,149,198.67,0.06291840740927165,12.5,73647,86.29166666666667
Pfaff,Black Tie Riesling Pinot Gris,Alsace,France,2017,White wine,La Cave des Vignerons de Pfaffenheim,750,175,233.33,0.05571508164402348,13,76237,86.29166666666667
Pfaff,Tradition Pinot Gris,Alsace,France,2018,White wine,La Cave des Vignerons de Pfaffenheim,750,175,233.33,0.05571508164402348,13,75776,86.29166666666667
Pfaff,Cuvée Jupiter Riesling,Alsace,France,2016,White wine,La Cave des Vignerons de Pfaffenheim,750,175,233.33,0.05357219388848412,12.5,71164,86.29166666666667
Villa Russiz,Pinot Bianco,Friuli-Venezia-Giulia,Italy,2016,White wine,Fondazione Villa Russiz,750,200,266.67,0.05062436719541005,13.5,72593,88.5625
Villa Russiz,Friulano,Friuli-Venezia-Giulia,Italy,2016,White wine,Fondazione Villa Russiz,750,200,266.67,0.05062436719541005,13.5,73110,88.5625
Villa Russiz,Les Enfants,Friuli-Venezia-Giulia,Italy,NA,White wine,Fondazione Villa Russiz,750,171,228,0.05921052631578947,13.5,71971,88.5625
El Pedrosal,Crianza,Kastilien-León,Spain,2016,Red wine,Bodegas Hnos Pérez Pascuas,750,169,225.33,0.062131096613855234,14,70805,81
Tilenus,Envejecido en Roble,Kastilien-León,Spain,2015,Red wine,Bodegas Estefania S.L.,750,155,206.67,0.06774084288963082,14,76298,88.75
Aria di Caiarossa,NA,Toscana,Italy,2013,Red wine,Caiarossa,750,340,453.33,0.029779630732578916,13.5,76249,87
Casanova Chianti Riserva,La Spinetta,Toscana,Italy,2013,Red wine,La Spinetta,750,269,358.67,0.03903309448796944,14,70081,NaN
Marko,Gure Arbasoak,Baskien,Spain,2016,White wine,Oxer Wines,750,219,292,0.04794520547945205,14,72375,90.20833333333333
Embasties,Chardonnay,Languedoc-Roussillon,France,2015,White wine,Cellier Jean d'Alibert,750,139,185.33,0.07014514649544056,13,81418,NaN
Toscana Vermentino,Casanova della Spinetta,Toscana,Italy,2018,White wine,La Spinetta,750,199,265.33,0.04899559039686428,13,75014,NaN
Pradalupo,Roero Arneis,Piemonte,Italy,2017,White wine,Fontanafredda,750,149,198.67,0.0679518800020134,13.5,74862,87
Sonoma Hills,Russian River Pinot Noir,Kalifornien,US,2015,Red wine,Sonoma Vineyards,750,119,158.67,0.09138463477658033,14.5,76475,84
Raimonda,Barbera d'Alba,Piemonte,Italy,2016,Red wine,Fontanafredda,750,149,198.67,0.0679518800020134,13.5,71596,87
Tilenus,La Florida Crianza,Kastilien-León,Spain,2011,Red wine,Bodegas Estefania S.L.,750,165,220,0.06363636363636363,14,76355,88.75
Tilenus,Godello,Kastilien-León,Spain,2015,White wine,Bodegas Estefania S.L.,750,175,233.33,0.05785796939956285,13.5,79413,88.75
Essentia Loci,Primitivo di Manduria,Apulien,Italy,2015,Red wine,Ognissole,750,259,345.33,0.04488460313323488,15.5,71101,87
Driefontein,Syrah,Western Cape,South Africa,2015,Red wine,Longridge Winery,750,199,265.33,0.05276448196585384,14,2068,NaN
Romanico,Castel Del Monte Nero di Troia,Apulien,Italy,2015,Red wine,Ognissole,750,199,265.33,0.04899559039686428,13,80175,89.5
Teodosio,Aglianico del Vulture,Basilicata,Italy,2014,Red wine,Basilisco Societa Agricola Srl,750,185,246.67,0.05878298941906191,14.5,79597,88.3
Mouton Cadet,Réserve Graves Blanc,Bordeaux,France,2016,White wine,Baron Philippe de Rothschild,750,159,212,0.0589622641509434,12.5,70106,87
Seven Springs,La Source Pinot Noir,Oregon,US,2014,Red wine,Evening Land Vineyards,750,699,932,0.013948497854077254,13,72334,91.16666666666667
Brecciato,Castel Del Monte Rosso,Apulien,Italy,2015,Red wine,Ognissole,750,159,212,0.06132075471698113,13,76559,NaN
Clos Le Grand Beaupréau,Domaine de la Bergerie,Loiredalen,France,2015,White wine,Domaine de la Bergerie,750,289,385.33,0.036332494225728595,14,96118,NaN
Rosso di Montalcino,NA,Toscana,Italy,2015,Red wine,Castiglion del Bosco,750,189,252,0.05555555555555555,14,71815,91
Rings,Spätburgunder Freinsheim,Pfalz,Germany,2015,Red wine,Weingut Rings,750,219,292,0.04452054794520548,13,71723,89
Felino,Chardonnay,Cuyo,Argentina,2015,White wine,Viña Cobos,750,149,198.67,0.07298535259475512,14.5,6030,87
Paul Jaboulet Parallèle 45,Côtes du Rhône,Rhonedalen,France,2016,Red wine,Paul Jaboulet Ainé,750,109,145.33,0.09633248469001582,14,22800,NaN
Ricossa,Barbera,Piemonte,Italy,2016,Red wine,MGM Mondo del Vino,750,99,132,0.09848484848484848,13,72532,86.76923076923077
Truffle Hunter,Leda Dolcetto d´Alba,Piemonte,Italy,2017,Red wine,Agricola Bosio srl,750,156,208,0.0625,13,72489,NaN
Sanpansè,Barbera d’Asti,Piemonte,Italy,2016,Red wine,Fratelli Rovero,750,119,158.67,0.08823344047393963,14,2039,NaN
Piemonte,Rosso Biologico,Piemonte,Italy,2017,Red wine,San Silvestro,750,129,172,0.08139534883720931,14,70165,87
Bourgogne Chardonnay,Levert Frères,Bourgogne,France,2017,White wine,Levert Frères,750,99,132,0.0946969696969697,12.5,76012,87
Pouilly-Fuissé,La Reine Pédauque,Bourgogne,France,2016,White wine,Reine Pédauque,750,239,318.67,0.04079455235823893,13,71012,88.8225806451613
Bourgogne,Chardonnay,Bourgogne,France,2016,White wine,Reine Pédauque,750,139,185.33,0.07014514649544056,13,71497,86.37817258883248
Pommard,NA,Bourgogne,France,2015,Red wine,Reine Pédauque,750,459,612,0.021241830065359478,13,70442,90.2421875
Chablis Premier Cru Fourchaume,Séguinot-Bordet,Bourgogne,France,2016,White wine,Domaine Séguinet-Bordet,750,325,433.33,0.030000230771005932,13,71396,NaN
Chardonnay,S Edition,NA,Serbia,2013,White wine,Vinarija Kovacevic,750,225,300,0.045,13.5,74175,88.08152905832384
Montirius,Minéral,Rhonedalen,France,2014,White wine,Domaine Montirius,750,289,385.33,0.032439726987257674,12.5,71551,93
Hermitage La Chapelle,Paul Jaboulet Ainé,Rhonedalen,France,2016,Red wine,Paul Jaboulet Ainé,750,1999,2665.33,0.005065038850723925,13.5,90156,NaN
Hermitage,La Maison Bleue,Rhonedalen,France,2016,Red wine,Paul Jaboulet Ainé,750,589,785.33,0.017826900793297084,14,90157,90.34234234234235
Meursault,Vieilles Vignes,Bourgogne,France,2016,White wine,Buisson-Charles,750,525,700,0.019285714285714285,13.5,90161,90.63758389261746
Guigal,Condrieu,Rhonedalen,France,2016,White wine,E Guigal,750,429,572,0.0236013986013986,13.5,74920,91.23809523809524
Castello di Brolio,Chianti Classico,Toscana,Italy,2015,Red wine,Barone Ricasoli,750,369,492,0.028455284552845527,14,71748,87
Canebbio Langhe Nebbiolo,Cagliero,Piemonte,Italy,2013,Red wine,Cagliero,750,225,300,0.045,13.5,72329,NaN
L'Altru Biancu,Yves Leccia,Korsika,France,2016,White wine,EARL Yves LECCIA,750,259,345.33,0.039093041438623924,13.5,90130,NaN
Riesling,NA,Alsace,France,2016,White wine,Domaine Paul Blanck,750,189,252,0.047619047619047616,12,83242,89.43026366068017
Novas Gran Reserva,Cabernet Sauvignon Malbec,Valle Central,Chile,2017,Red wine,Viñedos Emiliana,375,59,157.33,0.088984936121528,14,6450,86
Novas Gran Reserva,Cabernet Sauvignon Malbec,Valle Central,Chile,2017,Red wine,Viñedos Emiliana,750,99,132,0.10606060606060606,14,6450,86
Spy Valley,Iced Sauvignon Blanc,Marlborough,New Zealand,NA,White wine,Spy Valley Wines,375,119,317.33,0.03151293606025274,10,2350,88.875
BonBon,Rosé,Provence,France,2017,Rosé wine,Domaine Sainte Lucie,750,159,212,0.06132075471698113,13,72862,NaN
Newport,Sauvignon Blanc,Marlborough,New Zealand,2017,White wine,Iconic Wines,750,79,105.33,0.11867464160258236,12.5,73901,NaN
Ecoltura,Appassimento,Apulien,Italy,2018,Red wine,Domaine Wines Sweden AB,750,99,132,0.10984848484848485,14.5,72411,NaN
No1 by Ulf Wagner,Riesling von den Terrassen,Niederösterreich,Austria,2018,White wine,Sepp Moser,750,185,246.67,0.05270199051364171,13,72864,NaN
Nicolas Jay,Willamette Valley Pinot Noir,Oregon,US,2014,Red wine,Domaine Nicolas-Jay,750,649,865.33,0.015600984595472246,13.5,77054,NaN
Grand Mayne,Merlot Cabarnet,Frankrike sydväst,France,2014,Red wine,Domaine du Grand Mayne,750,105,140,0.09285714285714286,13,74110,91.42857142857143
Königsmosel,Riesling,Mosel,Germany,2018,White wine,Ewald Theod Drathen,3000,199,66.33,0.1281471430725162,8.5,7469,NaN
Lapostolle,Cuvée Alexandre Merlot,Valle Central,Chile,2012,Red wine,Lapostolle,750,239,318.67,0.04550161609188188,14.5,90245,86.32307692307693
Tierra,Crianza Rioja Alavesa,Rioja,Spain,2015,Red wine,Bodegas Tierra,750,209,278.67,0.050238633509168545,14,70988,86.38041002277905
JT Château de Nages,Famille Gassier,Rhonedalen,France,2014,Red wine,Gassier,750,199,265.33,0.05464892775034862,14.5,90275,NaN
Réserve de la Comtesse,Pauillac,Bordeaux,France,2015,Red wine,Château Pichon Longueville Comtesse de Lalande,750,595,793.33,0.017016878222177404,13.5,90348,87
Crozes Hermitage,Alain Graillot,Rhonedalen,France,2016,Red wine,Alain Graillot,750,239,318.67,0.04079455235823893,13,90627,NaN
Wolf Blass Yellow Label,Sauvignon Blanc,South Australia,Australia,2018,White wine,Wolf Blass,750,79,105.33,0.11867464160258236,12.5,20025,NaN
Q,Malbec,South Eastern Australia,Australia,2017,Red wine,Quarisa Wines,750,89,118.67,0.11797421420746608,14,2664,88.76835180055402
Tajna,Blanc Bongiraud,NA,Serbia,2015,White wine,Francuska Vinarija,750,345,460,0.029347826086956522,13.5,74852,NaN
Obecanje,Vieilles Vignes,NA,Serbia,2013,Red wine,Francuska Vinarija,750,215,286.67,0.048836641434401924,14,73809,NaN
Exit,Rosé,Frankrike sydväst,France,2017,Rosé wine,Les Vignerons de Buzet,750,135,180,0.07222222222222222,13,74442,NaN
Tajna,Rouge Bongiraud,NA,Serbia,2011,Red wine,Francuska Vinarija,750,325,433.33,0.033461795859968155,14.5,70963,NaN
Château Vieux Mougnac,Blanc Moelleux,Bordeaux,France,2014,White wine,Château Vieux Mougnac,750,250,333.33,0.034500345003450034,11.5,73808,NaN
Arregi,NA,Baskien,Spain,2018,White wine,Alejandro Arregui Mendizabal,750,140,186.67,0.061606042749236624,11.5,75477,86
Château Vieux Mougnac,Blanc Sec,Bordeaux,France,2016,White wine,Château Vieux Mougnac,750,235,313.33,0.039894041425972616,12.5,73258,NaN
Akaregi,Txiki,Baskien,Spain,2017,White wine,Lasalde Elkartea S.C.,750,135,180,0.06388888888888888,11.5,70964,NaN
San Francesco,Cirò,Kalabrien,Italy,2017,White wine,Fattoria San Francisco,750,109,145.33,0.08601114704465698,12.5,75674,87.66666666666667
San Francesco,Cirò,Kalabrien,Italy,2017,Red wine,Fattoria San Francisco,750,109,145.33,0.08945159292644327,13,72657,87.66666666666667
MV Bonarda,NA,Cuyo,Argentina,2018,Red wine,Mendoza Vineyards,750,79,105.33,0.13291559859489224,14,2381,NaN
L'esprit,NA,Bordeaux,France,2010,Red wine,Château de Lisennes,750,199,265.33,0.0471111446123695,12.5,72859,NaN
Cuvée Maria,NA,Bordeaux,France,2009,Red wine,Château Vieux Mougnac,750,515,686.67,0.018931946932296446,13,73832,NaN
Vondeling,Rosé,NA,South Africa,2017,Rosé wine,Vondeling,750,142,189.33,0.06602228912480854,12.5,72293,87
Vondeling,Petit Rouge Merlot,Western Cape,South Africa,2017,Red wine,Vondeling,750,142,189.33,0.07130407225479321,13.5,75401,87
Vondeling,Sauvignon Blanc,Western Cape,South Africa,2018,White wine,Vondeling,750,142,189.33,0.06338139755981619,12,75404,87
Vondeling,Cabernet Sauvignon,Western Cape,South Africa,2016,Red wine,Vondeling,750,186,248,0.05443548387096774,13.5,82264,87
Vondeling,Baldrick Shiraz,Western Cape,South Africa,2016,Red wine,Avondale,750,142,189.33,0.07130407225479321,13.5,73996,88
Vondeling,Babiana,Western Cape,South Africa,2017,White wine,Vondeling,750,230,306.67,0.04402126063847132,13.5,74713,87
Vondeling,Monsonia,Western Cape,South Africa,2015,Red wine,Vondeling,750,259,345.33,0.04054093186227666,14,75870,87
Penfolds Kalimna Bin 28,Shiraz,South Eastern Australia,Australia,2016,Red wine,Penfolds,750,249,332,0.043674698795180725,14.5,16320,NaN
Torres Gran Sangre de Toro,Reserva,Katalonien,Spain,NA,Red wine,Miguel Torres,375,55,146.67,0.09545237608236178,14,2686,NaN
Diamant,NA,NA,Cyprus,NA,White wine,Altia,750,79,105.33,0.10918067027437578,11.5,2160,87.05882352941177
Puligny-Montrachet,Les Nosroyes,Bourgogne,France,2016,White wine,Domaine Génot-Boulanger,750,469,625.33,0.0207890233956471,13,90676,92.04629629629629
Garena,Txakolina,Baskien,Spain,2017,White wine,GORKA IZAGIRRE,750,155,206.67,0.06048289543717037,12.5,71615,NaN
Beldui,NA,Baskien,Spain,2017,White wine,Beldio Txakolina S.L.,750,140,186.67,0.06696308994482242,12.5,74513,83
Governao,Rosso Toscano,Toscana,Italy,NA,Red wine,Taster Wines,3000,269,89.67,0.15055202408832385,13.5,74810,NaN
Renato Ratti,Colombè Dolcetto,Piemonte,Italy,2016,Red wine,Renato Ratti,750,149,198.67,0.06291840740927165,12.5,74319,87
Domaine de la Graveirette,Côtes du Rhône,Rhonedalen,France,2016,Red wine,Domaine de la Graveirette,750,149,198.67,0.07298535259475512,14.5,71591,87
Domaine de la Graveirette,Châteauneuf du Pape rouge,Rhonedalen,France,2015,Red wine,Domaine de la Graveirette,750,295,393.33,0.03686471919253553,14.5,75461,87
Croix Canon,Saint-Emilion Grand Cru,Bordeaux,France,2012,Red wine,Chateau Canon,750,399,532,0.02631578947368421,14,90689,NaN
Château Jean Faux,Sainte-Radegonde Bordeaux Supérieur,Bordeaux,France,2015,Red wine,Château Jean Faux,750,199,265.33,0.056533373534843404,15,91112,87
Rkatsiteli Qvevri,NA,Kakheti Region,Georgia,2015,White wine,Askaneli Brother Ltd,750,118,157.33,0.08262886925570456,13,2195,NaN
Chablis Grand Cru Les Clos,J M Brocard,Bourgogne,France,2016,White wine,J M Brocard,750,699,932,0.013948497854077254,13,5582,NaN
Ried Pfaffenberg Riesling Kabinett,Weingut Emmerich Knoll,Niederösterreich,Austria,2016,White wine,Weingut Emmerich Knoll,750,219,292,0.04452054794520548,13,91136,NaN
Klein Constantia,Vin de Constance,Western Cape,South Africa,2014,White wine,Klein Constantia,500,546,1092,0.01282051282051282,14,96022,87
Pichler,Grüner Veltliner Ried Klostersatz Federspiel,Niederösterreich,Austria,2017,White wine,FX Pichler,750,239,318.67,0.03922553111369128,12.5,96055,93.16363636363636
Leon Barral,Faugéres Jadis,Languedoc-Roussillon,France,2014,Red wine,Domaine Leon Barral,750,369,492,0.028455284552845527,14,74277,NaN
Les Cigales de Montirius,Côtes du Rhône,Rhonedalen,France,2015,Rosé wine,Domaine Montirius,375,89,237.33,0.05477605022542451,13,77500,NaN
