name_1,name_2,region,country,year,type,producer,volume,price_sek,price_pr_litre_sek,apk,alcohol,product_num,score,taste_body,taste_freshness,taste_tanins,taste_bitternes,taste_sweetnes,url
Casa Mariol,Cabernet Sauvignon Reserva,Katalonien,Spain,NA,Red wine,Casa Mariol,750,127,169.33,0.079725979,13.5,73579,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73579
Zlatan Plavac,Barrique,Primorska,Croatia,2010,Red wine,Zlatan Otok,750,309,412,0.035194175,14.5,74703,NA,7,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=74703
Iona,Sauvignon Blanc,Western Cape,South Africa,2016,White wine,Iona Vineyards,750,149,198.67,0.065435144,13,74706,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74706
Magna Carta,Steenberg,Western Cape,South Africa,2015,White wine,Steenberg,750,349,465.33,0.030086175,14,94915,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=94915
Core,NA,Kampanien,Italy,2014,Red wine,Montevetrano,750,199,265.33,0.050880036,13.5,74307,NA,6,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=74307
Les Roches Gaudiniéres,NA,Loiredalen,France,2015,White wine,Earl Derame,750,97,129.33,0.092785897,12,73014,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73014
Domain du Moulin,NA,Loiredalen,France,2015,White wine,Earl Derame,750,97,129.33,0.092785897,12,71953,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71953
Sorì San Lorenzo,Gaja,Piemonte,Italy,2013,Red wine,Gaja,750,3999,5332,0.002625656,14,94015,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=94015
Costa Russ,Gaja,Piemonte,Italy,2013,Red wine,Gaja,750,3999,5332,0.002625656,14,94020,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=94020
Sorì San Lorenzo,Gaja,Piemonte,Italy,2013,Red wine,Gaja,1500,8499,5666,0.002470879,14,94015,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=94015
Sorì Tildìn,Gaja,Piemonte,Italy,2013,Red wine,Gaja,750,3999,5332,0.002625656,14,94016,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=94016
Sorì Tildìn,Gaja,Piemonte,Italy,2013,Red wine,Gaja,1500,8499,5666,0.002470879,14,94016,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=94016
Verve,Chardonnay,Victoria,Australia,2015,White wine,Ocean Eight,750,299,398.67,0.031354253,12.5,95578,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=95578
Moon Opposite Saturn Harvest,Field Blend,Western Australia,Australia,2017,White wine,Cullen Wines,750,239,318.67,0.040166944,12.8,95778,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=95778
14 Hands,Cabernet Sauvignon,Washington State,US,2015,Red wine,14 Hands Winery,750,176,234.67,0.057527592,13.5,71364,NA,9,9,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=71364
Gaja,Alteni di Brassica,Piemonte,Italy,2014,White wine,Gaja,750,892,1189.33,0.010930524,13,70289,NA,9,0,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=70289
14 Hands,Chardonnay,Washington State,US,2013,White wine,14 Hands Winery,750,176,234.67,0.057527592,13.5,71533,NA,9,9,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=71533
14 Hands,Riesling,Washington State,US,2015,White wine,14 Hands Winery,750,176,234.67,0.049004986,11.5,70388,NA,9,9,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=70388
Roccamozzi,Sangiovese Toscana,Toscana,Italy,2016,Red wine,Domaine Wines,750,79,105.33,0.132915599,14,73619,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73619
Château La Louvière Blanc,NA,Bordeaux,France,2014,White wine,Les Vignobles Andre Lurton,750,299,398.67,0.032608423,13,73748,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73748
Château Couhins-Lurton Blanc,Grand Cru Classé De Graves,Bordeaux,France,2014,White wine,Les Vignobles Andre Lurton,750,339,452,0.028761062,13,77728,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=77728
Corte Fiore,Rosé,NA,Italy,NA,Rosé wine,Passione Natura,750,99,132,0.09469697,12.5,75919,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75919
Torres,Viña Esmeralda Rosé,Aragonien,Spain,2017,Rosé wine,Miguel Torres,750,99,132,0.09469697,12.5,75106,NA,5,10,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=75106
14 Hands,Hot To Trot Red Blend,Washington State,US,2015,Red wine,14 Hands Winery,750,150,200,0.0675,13.5,72467,NA,9,9,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72467
14 Hands,Hot to Trot White Blend,Washington State,US,2016,White wine,14 Hands Winery,750,150,200,0.065,13,79812,NA,9,9,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=79812
Brigaldara,Ripasso Superiore,Venetien,Italy,2017,Red wine,Brigaldara,750,139,185.33,0.078238817,14.5,79097,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79097
Chateau de Gaudou,Renaissance,Frankrike sydväst,France,2012,Red wine,Fabrice Durou,750,198,264,0.053030303,14,79624,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79624
57 on Main,NA,Western Cape,South Africa,2017,Red wine,KWV,750,79,105.33,0.132915599,14,79852,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79852
Mulderbosch,1000 Miles Sauvignon Blanc,Western Cape,South Africa,2015,White wine,Mulderbosch Vineyards,750,259,345.33,0.040540932,14,79977,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79977
Cashmere,Black Magic,Kalifornien,US,2016,Red wine,Cline Cellars,750,129,172,0.084302326,14.5,79107,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79107
Chanin,Duvarita Pinot Noir,Kalifornien,US,2014,Red wine,Chanin Wine Co,750,499,665.33,0.020290683,13.5,94021,NA,7,8,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=94021
946 Sélection Parcellaire Rosé,Château Gassier,Provence,France,2016,Rosé wine,Château Gassier,750,369,492,0.026422764,13,94025,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=94025
Barolo,Domenico Clerico,Piemonte,Italy,2012,Red wine,Domenico Clerico,750,395,526.67,0.02658211,14,72181,NA,9,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72181
Vérité,Le Desir,Kalifornien,US,2013,Red wine,Vérité Wines,750,3630,4840,0.002995868,14.5,90138,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=90138
Medeiros,Tinto,Alentejo,Portugal,2016,Red wine,Herdade de Medeiros,750,134,178.67,0.078356747,14,70479,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70479
MC Müller,Catoir,Pfalz,Germany,2014,White wine,Weingut Müller-Catoir,750,175,233.33,0.051429306,12,79596,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79596
Müller-Catoir,Breumel in den Mauern Riesling Grosses Gewächs,Pfalz,Germany,2016,White wine,Weingut Müller-Catoir,750,549,732,0.017076503,12.5,71718,NA,7,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=71718
Müller Catoir,Haardt Spätburgunder,Pfalz,Germany,2015,Red wine,Weingut Müller-Catoir,750,319,425.33,0.030564503,13,72363,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72363
Müller-Catoir Haardt,Riesling,Pfalz,Germany,2012,White wine,Weingut Müller-Catoir,750,229,305.33,0.039301739,12,72646,NA,7,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=72646
Marques de Alcantara,Vino Azul Blue Chardonnay,NA,Spain,NA,Blue wine,Alcantara Agricola,750,89,118.67,0.092694025,11,76893,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76893
Erelia,NA,Trakien,Bulgaria,2012,Red wine,Kovex 2,750,199,265.33,0.056533374,15,78064,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78064
Bosman,Pinotage Cabernet Sauvignon,Western Cape,South Africa,2018,Red wine,Bosman Adama t/a Bosman Family Vineyards,3000,229,76.33,0.183414123,14,4646,NA,7,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=4646
Errazuriz Estate Series,Cabernet Sauvignon,Valle Central,Chile,2017,Red wine,Errazuriz,750,99,132,0.102272727,13.5,2205,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2205
Santa Ana Classic,Shiraz Cabernet sauvignon,NA,Argentina,2017,Red wine,Mascota Vineyards,750,49,65.33,0.206643196,13.5,6571,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6571
Château des Annereaux,Lalande de Pomerol,Bordeaux,France,2011,Red wine,Chateau des Anneraux,1500,496,330.67,0.037802038,12.5,72004,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72004
Chianti Classico,La Ghirlanda,Toscana,Italy,2015,Red wine,Bindi Sergardi,750,177,236,0.059322034,14,73575,NA,8,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73575
Capannelle,Chardonnay,Toscana,Italy,2013,White wine,Capannelle,750,353,470.67,0.027620201,13,71659,NA,6,3,9,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=71659
Chianti Classico Riserva,Marchesi Antinori,Toscana,Italy,2015,Red wine,Marchesi Antinori,750,329,438.67,0.031914651,14,73341,NA,6,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73341
Maison Robert Olivier,Vin Naturel Cuvée Tradition,NA,France,2018,Red wine,Jean Biecher,750,115,153.33,0.091306333,14,70268,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70268
Mompertone,Monferrato,Piemonte,Italy,2015,Red wine,Prunotto,750,160,213.33,0.065626025,14,77974,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=77974
Majuelos de Callejo,Tempranillo,Kastilien-León,Spain,2014,Red wine,Bodegas Felix Callejo,750,349,465.33,0.031160682,14.5,70080,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70080
Weszeli,Terrafactum Grüner Veltiner Trocken,Niederösterreich,Austria,2015,White wine,Weingut Weszeli,750,179,238.67,0.05237357,12.5,70525,NA,6,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=70525
Sankt Laurent,Ein Kleines Fass,Weinland Österreich,Austria,2015,White wine,Weingut Zahel,750,259,345.33,0.036197261,12.5,70845,NA,6,8,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=70845
Ein Kleines Fass,Sauvignon Blanc,Weinland Österreich,Austria,2016,White wine,Weingut Zahel,750,259,345.33,0.036197261,12.5,73323,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73323
Weszeli,Terrafactum Loiserberg Riesling,Niederösterreich,Austria,2015,White wine,Weingut Weszeli,750,209,278.67,0.044855923,12.5,74367,NA,6,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=74367
Weszeli Steingarten,Grüner Veltliner,Niederösterreich,Austria,2016,White wine,Weingut Weszeli,750,209,278.67,0.044855923,12.5,73127,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73127
Hétszölö,Tokaji Aszú 5 Puttonyos,Tokaj,Hungary,2008,White wine,Hétszölö,500,359,718,0.015320334,11,73126,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73126
La Fortuna,Late Harvest 100% Chardonnay,Valle Central,Chile,2013,White wine,Viña la Fortuna S.A.,375,79,210.67,0.056961124,12,72920,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72920
Montes,Vinho Regional Lisboa,Lisboa,Portugal,2014,Red wine,Adega Cooperativa De Alcobaca,750,186,248,0.056451613,14,75538,NA,6,8,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75538
Montes,Vinho Regional Lisboa,Lisboa,Portugal,2012,Red wine,Adega Cooperativa De Alcobaca,750,134,178.67,0.072759837,13,71317,NA,6,8,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=71317
Levadas,Dos Monges,Lisboa,Portugal,2014,White wine,Adega Cooperativa De Alcobaca,750,114,152,0.075657895,11.5,70689,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70689
Montes,Vinho Regional Lisboa,Lisboa,Portugal,2015,White wine,Adega Cooperativa De Alcobaca,750,134,178.67,0.069961381,12.5,74243,NA,6,8,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=74243
Levadas,Dos Monges,Lisboa,Portugal,2013,Rosé wine,Adega Cooperativa De Alcobaca,750,112,149.33,0.080358937,12,75016,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75016
Levadas,Dos Monges,Lisboa,Portugal,2013,Red wine,Adega Cooperativa De Alcobaca,750,118,157.33,0.076272802,12,74896,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74896
Pé Da Serra,Branco,NA,Portugal,2016,White wine,Adega Cooperativa De Alcobaca,750,98,130.67,0.091834392,12,74191,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74191
Mandrarossa Timperosse,Petit Verdot,Sicilien,Italy,2017,Red wine,Cantine Settesoli,1500,249,166,0.081325301,13.5,71441,NA,8,8,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=71441
Eitelsbacher Karthäuserhofberg,Riesling Spätlese,Mosel,Germany,2016,White wine,Weingut Karthäuserhof,750,229,305.33,0.026201159,8,74445,NA,6,8,0,0,5,https://www.systembolaget.se/sok-dryck/?searchquery=74445
Pé Da Serra,NA,NA,Portugal,2016,Red wine,Adega Cooperativa De Alcobaca,750,98,130.67,0.091834392,12,72996,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72996
Dimazzo,Primitivo,Apulien,Italy,NA,Red wine,Hans Just,3000,299,99.67,0.135446975,13.5,74385,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74385
Erbaluna,Barolo,Piemonte,Italy,2012,Red wine,Az. Agricola Erbaluna,750,353,470.67,0.031869463,15,72137,NA,7,9,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72137
Erbaluna,Barbera d'Alba La Rosina,Piemonte,Italy,2014,Red wine,Az. Agricola Erbaluna,750,199,265.33,0.052764482,14,70125,NA,7,9,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=70125
Iveria,Khikhvi Dry White Wine,Kakheti Region,Georgia,2014,White wine,KTW Group,750,161,214.67,0.055899753,12,73217,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73217
Iveria,Mukuzani Red Dry Wine,Kakheti Region,Georgia,NA,Red wine,KTW Group,750,225,300,0.04,12,76589,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76589
Iveria,Mtsvane White Dry Wine,Kakheti Region,Georgia,2013,White wine,KTW Group,750,161,214.67,0.055899753,12,70398,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70398
Saperavi,Qvevri Red Dry Wine,Kakheti Region,Georgia,2016,Red wine,KTW Group,750,270,360,0.033333333,12,75322,NA,7,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75322
Rkatsiteli,Qvevri,Kakheti Region,Georgia,2014,White wine,KTW Group,750,255,340,0.035294118,12,75414,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75414
Domaine Mersiol,Pinot Gris,Alsace,France,2014,White wine,Domaine Mersiol,750,159,212,0.061320755,13,74369,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74369
Marani,Kondoli Saperavi,Kakheti Region,Georgia,2016,Red wine,Telavi Wine Cellar,750,247,329.33,0.044028786,14.5,76035,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76035
Domaine Mersiol,Gewurtztraminer,Alsace,France,2014,White wine,Domaine Mersiol,750,159,212,0.061320755,13,70949,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70949
Domaine Mersiol,Pinot Noir,Alsace,France,2014,Red wine,Domaine Mersiol,750,159,212,0.061320755,13,72579,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72579
Hofer,Riesling,NA,Austria,2014,White wine,Bio-Weingut H. u. M. Hofer,750,165,220,0.061363636,13.5,76033,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76033
Cuvée Madame,Chardonnay,Languedoc-Roussillon,France,2016,White wine,Contemporary Wines AB,750,89,118.67,0.109547485,13,75102,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75102
Erbaluna,Dolcetto d’Alba Le Liste,Piemonte,Italy,2013,Red wine,Az. Agricola Erbaluna,750,149,198.67,0.06795188,13.5,72588,NA,7,9,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72588
Marani,Kindzmarauli,Kakheti Region,Georgia,2016,Red wine,Telavi Wine Cellar,750,203,270.67,0.042487161,11.5,73081,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73081
Pierre Chavin,Sauvignon Blanc Côtes de Gascogne,Frankrike sydväst,France,2018,White wine,Domaines Pierre Chavin,3000,209,69.67,0.165063873,11.5,4108,NA,5,9,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=4108
Marani,Khvanchkara,Racha Region,Georgia,2016,Red wine,Telavi Wine Cellar,750,264,352,0.032670455,11.5,70146,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70146
Gemtree,The Phantom,South Australia,Australia,2015,Red wine,Gemtree Vineyards,750,299,398.67,0.037625103,15,75868,NA,9,8,9,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75868
Côtes-du-Rhône,Bouachon Organic,Rhonedalen,France,2017,Red wine,Maison Bouachon,750,109,145.33,0.096332485,14,72600,NA,7,8,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72600
Boekenhoutskloof Stellenbosch,Cabernet Sauvigon,Western Cape,South Africa,2014,Red wine,Boekenhoutskloof,750,399,532,0.026315789,14,71877,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71877
Platino,Blue Moscato Flowery Sparkling,NA,Spain,NA,Sparkling blue,J García Carrión,750,59,78.67,0.088979281,7,77398,NA,8,8,0,0,8,https://www.systembolaget.se/sok-dryck/?searchquery=77398
District 7,Chardonnay,Kalifornien,US,2015,White wine,Scheid Family Wines,750,125,166.67,0.08099838,13.5,70893,NA,6,9,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=70893
Neudorf,Sauvignon Blanc,Nelson,New Zealand,2014,White wine,Neudorf Vineyards,750,169,225.33,0.059912129,13.5,75979,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75979
Mount Abora,Saffraan Cinsaut,Western Cape,South Africa,2015,Red wine,Mount Abora Vineyards,750,165,220,0.05,11,71735,NA,5,10,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=71735
Castelrosso,Nero di Troia Primitivo,Apulien,Italy,2017,Red wine,Nordic Sea Winery,3000,229,76.33,0.183414123,14,2166,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2166
Brumes,de La Tour Blanche,Bordeaux,France,2015,White wine,Dourthe Fréres,375,129,344,0.040697674,14,99136,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=99136
Amicone,Edizione Nero,Venetien,Italy,2014,Red wine,Schenk Italia S.p.A,750,129,172,0.078488372,13.5,76811,NA,9,8,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=76811
Corvina di Verona,Selezione di famiglia,Venetien,Italy,2015,Red wine,Casa Vitivinicola Tinazzi,750,177,236,0.059322034,14,72144,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72144
Levante,Merlot,NA,Italy,NA,Red wine,Nordic Sea Winery,3000,184,61.33,0.220120659,13.5,2377,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2377
Valpolicella,Selezione di famiglia,Venetien,Italy,2015,Red wine,Casa Vitivinicola Tinazzi,750,177,236,0.055084746,13,73536,NA,9,8,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73536
Kilikanoon,Killerman´s Run Shiraz,South Australia,Australia,2015,Red wine,Kilikanoon Winery,750,209,278.67,0.05203287,14.5,79746,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79746
Sepp Moser,Grüner Veltliner Schnabel,Niederösterreich,Austria,2012,White wine,Sepp Moser,750,349,465.33,0.027937163,13,72880,NA,5,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=72880
Mencia de Bierzo,Luna Beberide,Kastilien-León,Spain,2016,Red wine,Luna Beberide,750,126,168,0.080357143,13.5,79417,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79417
VIK Millahue,Cachapoal,Valle Central,Chile,2011,Red wine,Viña Vik,750,899,1198.67,0.011679612,14,90233,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=90233
Château d'Eck,NA,Bordeaux,France,2012,Red wine,Michel Gonet & Fils,750,249,332,0.039156627,13,71382,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71382
Alfiero Boffa,Barbera d´Asti Superiore La Riva,Piemonte,Italy,2013,Red wine,Alfiero Boffa,750,229,305.33,0.044214456,13.5,71875,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71875
Cascina Ballarin,Pilade,Piemonte,Italy,2016,Red wine,Cascina Ballarin,750,145,193.33,0.067242539,13,76683,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76683
Casa Marin,Sauvignon Gris,Aconcagua,Chile,2014,White wine,Viña Casa Marin,750,179,238.67,0.058658399,14,70494,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70494
Mauro,Godello,Kastilien-León,Spain,2015,White wine,Bodegas Mauro,750,525,700,0.019285714,13.5,72952,NA,9,0,9,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72952
Mauro,Terreus,Kastilien-León,Spain,2015,Red wine,Bodegas Mauro,750,1285,1713.33,0.008463051,14.5,70293,NA,9,0,9,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=70293
Floral,de Vinya,Katalonien,Spain,2015,White wine,Agustí Torelló,750,165,220,0.056818182,12.5,72232,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72232
Castello di Querceto,Chianti Classico,Toscana,Italy,2016,Red wine,Castello di Querceto,750,199,265.33,0.04899559,13,74973,NA,8,0,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=74973
Château Petit Védrines,Sauternes,Bordeaux,France,2012,White wine,Ch. Doisy Vedrines,375,199,530.67,0.025439539,13.5,75161,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75161
The City Runner,Cabernet Sauvignon,Kalifornien,US,2016,Red wine,Oenoforos AB,750,79,105.33,0.128168613,13.5,4996,NA,8,6,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=4996
