nr;Artikelid;Varnummer;Namn;Namn2;Prisinklmoms;Pant;Volymiml;PrisPerLiter;Saljstart;Utgått;Varugrupp;Typ;Stil;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;SortimentText;Ekologisk;Etiskt;EtisktEtikett;Koscher;RavarorBeskrivning
7877101;908348;78771;Villa Schinosa;Aglianico;125.00;;750.00;166.67;2014-12-01;0;Rött vin;;;Flaska;;Apulien;Italien;Schinosa;Granqvist Beverage House AB;2011;;14.00%;BS;Övrigt sortiment;0;0;;0;
7877201;908351;78772;Villa Schinosa;Falanghina;99.00;;750.00;132.00;2014-12-01;0;Vitt vin;;;Flaska;;Apulien;Italien;Schinosa;Granqvist Beverage House AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
8766102;908750;87661;Gosset;Grande Réserve Brut;299.00;;375.00;797.33;2014-12-01;0;Mousserande vin;Torrt vitt;;Flaska;Champagnekork-natur;Champagne;Frankrike;Gosset;Divine AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
836502;909091;8365;La Fortuna;Late Harvest;99.00;;375.00;264.00;2015-03-02;0;Vitt vin;Sött;;Flaska;Natur;Valle Central;Chile;Viña La Fortuna;Modern Wines Sweden AB;2013;;12.00%;FS;Ordinarie sortiment;0;1;Fairtrade;0;Chardonnay.
681302;909206;6813;Château Boutisse;;105.00;;375.00;280.00;2015-03-02;0;Rött vin;Stramt & Nyanserat;;Flaska;Natur;Bordeaux;Frankrike;Bordeauxslott;The Wine Team Global AB;2014;;14.00%;FS;Ordinarie sortiment;0;0;;0;Merlot och cabernet sauvignon.
780602;909286;7806;Domaine Pouderoux;;109.00;;500.00;218.00;2015-03-02;0;Aperitif och dessert;Övrigt starkvin;;Flaska;Natur;Languedoc-Roussillon;Frankrike;Domaine Pouderoux;Vinia Sweden AB;2015;;15.00%;FS;Ordinarie sortiment;1;0;;0;Grenache noir.
7747601;909373;77476;Paul Goerg;Rosé Premier Cru Brut;441.00;;750.00;588.00;2014-12-01;0;Mousserande vin;Rosé;;Flaska;Champagnekork-natur;Champagne;Frankrike;Paul Goerg;Juvinum Wine, Beer & Spirits AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
7877601;909407;78776;Maquis;Carménère Gran Reserva;99.00;;750.00;132.00;2014-12-01;0;Rött vin;;;Flaska;;Valle Central;Chile;Viña Maquis;Intermondi AB;2011;;13.50%;BS;Övrigt sortiment;0;0;;0;
7877701;909424;78777;Maquis;Malbec Gran Reserva;149.00;;750.00;198.67;2014-12-01;0;Rött vin;;;Flaska;;Valle Central;Chile;Viña Maquis;Intermondi AB;2014;;12.50%;BS;Övrigt sortiment;0;0;;0;
7877801;909434;78778;Maquis;Rosé Gran Reserva;99.00;;750.00;132.00;2014-12-01;0;Rosévin;;;Flaska;;Valle Central;Chile;Viña Maquis;Intermondi AB;2014;;12.00%;BS;Övrigt sortiment;0;0;;0;
7877901;909463;78779;Maquis;Cabernet Franc Gran Reserva;149.00;;750.00;198.67;2014-12-01;0;Rött vin;;;Flaska;;Valle Central;Chile;Viña Maquis;Intermondi AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
7878001;909474;78780;Maquis;Cabernet Sauvignon Gran Reserva;149.00;;750.00;198.67;2014-12-01;0;Rött vin;;;Flaska;;Valle Central;Chile;Viña Maquis;Intermondi AB;2012;;13.50%;BS;Övrigt sortiment;0;0;;0;
7878201;909512;78782;Maquis;Viola;299.00;;750.00;398.67;2014-12-01;0;Rött vin;;;Flaska;;Valle Central;Chile;Viña Maquis;Intermondi AB;2010;;13.50%;BS;Övrigt sortiment;0;0;;0;
7878301;909533;78783;Maquis;Franco;459.00;;750.00;612.00;2014-12-01;0;Rött vin;;;Flaska;;Valle Central;Chile;Viña Maquis;Intermondi AB;2010;;13.50%;BS;Övrigt sortiment;0;0;;0;
8461601;909578;84616;Auchentoshan;The Pearls of Scotland Cask Strength 16 Years;1099.00;;700.00;1570.00;2014-12-01;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Gordon & Company Ltd;Granqvist Beverage House AB;1998;;60.50%;BS;Övrigt sortiment;0;0;;0;
8476001;909618;84760;Blair Athol;The Pearls of Scotland Cask Strength 23 Years;1399.00;;700.00;1998.57;2014-12-01;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Gordon & Company Ltd;Granqvist Beverage House AB;1991;;52.50%;BS;Övrigt sortiment;0;0;;0;
8458801;909621;84588;Auchroisk;The Pearls of Scotland Cask Strength 23 Years;1385.00;;700.00;1978.57;2014-12-01;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Gordon & Company Ltd;Granqvist Beverage House AB;1991;;47.70%;BS;Övrigt sortiment;0;0;;0;
7011701;909658;70117;Côte-Rôtie;La Péroline;689.00;;750.00;918.67;2014-12-01;0;Rött vin;;;Flaska;Natur;Rhonedalen;Frankrike;Vignobles Levet;Johan Lidby Vinhandel AB;2015;;13.50%;BS;Övrigt sortiment;0;0;;0;
7653402;909685;76534;Dalva;Dry Porto White Reserve;115.00;;375.00;306.67;2014-12-01;0;Aperitif och dessert;Portvin;Vitt portvin;Flaska;;Douro;Portugal;C da Silva (Vinhos) SA;Granqvist Beverage House AB;;;19.00%;BS;Övrigt sortiment;0;0;;0;
7658801;909717;76588;Dalva;Porto Colheita;815.00;;750.00;1086.67;2014-12-01;0;Aperitif och dessert;Portvin;Colheita;Flaska;;Douro;Portugal;C da Silva (Vinhos) SA;Granqvist Beverage House AB;1975;;20.00%;BS;Övrigt sortiment;0;0;;0;
7663101;909729;76631;Barros;Colheita;1995.00;;750.00;2660.00;2014-12-01;0;Aperitif och dessert;Portvin;Colheita;Flaska;;Douro;Portugal;Sogevinus;Granqvist Beverage House AB;1965;;20.00%;BS;Övrigt sortiment;0;0;;0;
7878901;909762;78789;Benedé;Catarratto;135.00;;750.00;180.00;2014-12-01;0;Vitt vin;;;Flaska;;Sicilien;Italien;Alessandro di Camporeale;Villa Aurum AB;2012;;13.00%;BS;Övrigt sortiment;1;0;;0;
7879001;909774;78790;Kaid;Syrah;175.00;;750.00;233.33;2014-12-01;0;Rött vin;;;Flaska;;Sicilien;Italien;Alessandro di Camporeale;Villa Aurum AB;2011;;14.00%;BS;Övrigt sortiment;0;0;;0;
7879101;909777;78791;Kaid;Sauvignon;159.00;;750.00;212.00;2014-12-01;0;Vitt vin;;;Flaska;;Sicilien;Italien;Alessandro di Camporeale;Villa Aurum AB;2012;;13.00%;BS;Övrigt sortiment;1;0;;0;
7026501;909864;70265;Charmes de Kirwan;;299.00;;750.00;398.67;2014-12-01;0;Rött vin;;;Flaska;Natur;Bordeaux;Frankrike;Chateau Kirwan;Hard On AB;2011;;13.00%;BS;Övrigt sortiment;0;0;;0;
7086601;909908;70866;Dolcetto d'Alba;Luciano Sandrone;179.00;;750.00;238.67;2014-12-01;0;Rött vin;;;Flaska;Natur;Piemonte;Italien;Luciano Sandrone;Prime Wine Sweden AB;2016;;13.00%;BS;Övrigt sortiment;0;0;;0;
9217601;909981;92176;Savigny les Beaune Blanc;Domaine du Château de Meursault;339.00;;750.00;452.00;2015-03-02;0;Vitt vin;Fylligt & Smakrikt;;Flaska;Natur;Bourgogne;Frankrike;Domaine du Château de Meursault;LarCap AB;2017;;13.00%;FS;Ordinarie sortiment;0;0;;0;Chardonnay.
8900701;910012;89007;La Chouffe;Blonde;79.90;;750.00;106.53;2014-12-01;0;Öl;Ale belgisk stil;Belgisk ljus ale;Flaska;;;Belgien;Brasserie d'Achouffe;Galatea AB;;;8.00%;BS;Övrigt sortiment;0;0;;0;
4044201;910024;40442;Ardbeg;Mackillop's Choice;4803.00;;700.00;6861.43;2015-02-12;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Angus Dundee;Philipson Söderberg AB;1993;;54.30%;TSE;Små partier;0;0;;0;
4044301;910030;40443;Mackillop's Choice;Port Ellen;9703.00;;700.00;13861.43;2015-02-12;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Angus Dundee;Philipson Söderberg AB;1982;;56.20%;TSE;Små partier;0;0;;0;
8931401;910033;89314;Maredsous;Blond;69.90;;750.00;93.20;2014-12-01;0;Öl;Ale belgisk stil;Belgisk ljus ale;Flaska;;;Belgien;Duvel Moortgat;Galatea AB;;;6.00%;BS;Övrigt sortiment;0;0;;0;
8684301;910071;86843;Braastad;XO Contemporary;499.00;;700.00;712.86;2014-12-01;0;Cognac;;;Flaska;;Cognac;Frankrike;Tiffon;Arcus Sweden AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8978001;910074;89780;Duvel;;79.90;;750.00;106.53;2014-12-01;0;Öl;Ale belgisk stil;Belgisk ljus ale;Flaska;;;Belgien;Duvel Moortgat;Galatea AB;;;8.50%;BS;Övrigt sortiment;0;0;;0;
8911301;910119;89113;Houblon Chouffe;Double IPA Tripel;79.90;;750.00;106.53;2014-12-01;0;Öl;Ale brittisk-amerikansk stil;India pale ale (IPA);Flaska;;;Belgien;Brasserie d'Achouffe;Galatea AB;;;9.00%;BS;Övrigt sortiment;0;0;;0;
8978006;910148;89780;Duvel;;199.00;;1500.00;132.67;2014-12-01;0;Öl;Ale belgisk stil;Belgisk ljus ale;Flaska;Champagnekork-natur;;Belgien;Duvel Moortgat;Galatea AB;;;8.50%;BS;Övrigt sortiment;0;0;;0;
8805102;910269;88051;Thatchers Gold;;43.70;;500.00;87.40;2014-12-01;0;Cider;Torr och halvtorr;;Flaska;;;Storbritannien;Thatcher's Cider Company Ltd;Galatea AB;;;4.80%;BS;Övrigt sortiment;0;0;;0;
8842502;910313;88425;Thatchers Vintage;;47.00;;500.00;94.00;2014-12-01;0;Cider;Torr och halvtorr;;Flaska;;;Storbritannien;Thatcher's Cider Company Ltd;Galatea AB;2013;;7.40%;BS;Övrigt sortiment;0;0;;0;
8943801;910368;89438;La Trappe;Blond;79.90;;750.00;106.53;2014-12-01;0;Öl;Ale belgisk stil;Belgisk ljus ale;Flaska;;;Nederländerna;De Koningshoeven;Galatea AB;;;6.50%;BS;Övrigt sortiment;0;0;;0;
35602;910405;356;Diplomático;Reserva Exclusiva;265.00;;350.00;757.14;2014-12-01;0;Rom;Mörk rom;;Flaska;;;Venezuela;Destilerías Unidas;Handpicked Wines Sweden AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8944001;910479;89440;La Trappe;Dubbel;79.90;;750.00;106.53;2014-12-01;0;Öl;Ale belgisk stil;Dubbel;Flaska;;;Nederländerna;De Koningshoeven;Galatea AB;;;7.00%;BS;Övrigt sortiment;0;0;;0;
8967203;910536;89672;Maredsous;Brune;30.50;;330.00;92.42;2014-12-01;0;Öl;Ale belgisk stil;Belgisk mörk ale;Flaska;;;Belgien;Duvel Moortgat;Galatea AB;;;8.00%;BS;Övrigt sortiment;0;0;;0;Kornmalt och humle.
7769401;910640;77694;Michel Turgy;Millésime Brut Blanc de Blancs Grand Cru;378.00;;750.00;504.00;2014-12-01;0;Mousserande vin;Torrt vitt;;Flaska;Natur;Champagne;Frankrike;Champagne Michel Turgy;Mouette Swedish Wine Import;2012;;12.00%;BS;Övrigt sortiment;0;0;;0;
7152301;910653;71523;Pietradolce;Etna Rosso;224.00;;750.00;298.67;2014-12-01;0;Rött vin;;;Flaska;Natur;Sicilien;Italien;Pietradolce;Vinoliv Import AB;2017;;14.50%;BS;Övrigt sortiment;0;0;;0;
8770201;910663;87702;Jose Cuervo;Tradicional Tequila Reposado;349.00;;700.00;498.57;2014-12-01;0;Tequila och Mezcal;Tequila;;Flaska;;;Mexiko;Jose Cuervo International;Arcus Sweden AB;;;38.00%;BS;Övrigt sortiment;0;0;;0;
7156601;910680;71566;Pietradolce;Etna Rosato;188.00;;750.00;250.67;2014-12-01;0;Rosévin;;;Flaska;Natur;Sicilien;Italien;Pietradolce;Vinoliv Import AB;2017;;14.00%;BS;Övrigt sortiment;0;0;;0;
8751501;910683;87515;Boodles;London Dry Gin;299.00;;700.00;427.14;2014-12-01;0;Gin och Genever;Gin;;Flaska;;;Storbritannien;Cock Russell & Company;Arcus Sweden AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7167401;910686;71674;Archineri;Etna Rosso Pietradolce;367.00;;750.00;489.33;2014-12-01;0;Rött vin;;;Flaska;Natur;Sicilien;Italien;Pietradolce;Vinoliv Import AB;2015;;15.00%;BS;Övrigt sortiment;0;0;;0;
8427101;910711;84271;Teeling;Single Malt;549.00;;700.00;784.29;2014-12-01;0;Whisky;Maltwhisky;;Flaska;;;Irland;The Teeling Whiskey Co.;TOMP Beer Wine & Spirits AB;;;46.00%;BS;Övrigt sortiment;0;0;;0;
3016803;911109;30168;Kackelbryggeriet;Ale;24.30;;330.00;73.64;2015-01-02;0;Öl;Ale brittisk-amerikansk stil;Engelsk pale ale och bitter;Flaska;;Kalmar län;Sverige;Kackelbryggeriet;Kackelstugan AB;;;5.50%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
8302602;911267;83026;Joseph Cartron Elderflower;;203.00;;500.00;406.00;2014-12-01;0;Likör;Annan likör;;Flaska;;;Frankrike;Joseph Cartron;We & Wine AB;;;20.00%;BS;Övrigt sortiment;0;0;;0;
8303402;911292;83034;Crème de Cassis de Bourgogne;Double Crème;205.00;;500.00;410.00;2014-12-01;0;Likör;Bärlikör;;Flaska;;;Frankrike;Cartron;We & Wine AB;;;19.00%;BS;Övrigt sortiment;0;0;;0;
3017003;911327;30170;Remmarlöv;The Holley Organic Blonde Ale;19.90;;330.00;60.30;2015-01-02;0;Öl;Ale brittisk-amerikansk stil;Golden/Blond ale;Flaska;;Skåne län;Sverige;Remmarlöv Gårdsbryggeri AB;Remmarlöv Gårdsbryggeri AB;;;4.80%;FS;Ordinarie sortiment;1;0;;0;Munichmalt samt humle av sorterna columbus och amarillo.
7880801;911369;78808;Spitzerberg;;399.00;;750.00;532.00;2014-12-01;0;Rött vin;;;Flaska;;Niederösterreich;Österrike;Weingut Muhr - Van der Niepoort;Terrific Wines AB;2011;;13.50%;BS;Övrigt sortiment;0;0;;0;
7199701;911372;71997;Malvira;Tre Uve;199.00;;750.00;265.33;2014-12-01;0;Vitt vin;;;Flaska;;Piemonte;Italien;Malvira;Theis Vine AB;2009;;13.00%;BS;Övrigt sortiment;0;0;;0;
3017103;911422;30171;Remmarlöv;The Jeenius IPA;27.50;;330.00;83.33;2015-01-02;0;Öl;Ale brittisk-amerikansk stil;India pale ale (IPA);Flaska;;Skåne län;Sverige;Remmarlöv Gårdsbryggeri AB;Remmarlöv Gårdsbryggeri AB;;;6.80%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt samt humle av sorterna simcoe, cascade, columbus och amarillo.
7881201;911485;78812;Willunga 100;Grenache;179.00;;750.00;238.67;2014-12-01;0;Rött vin;;;Flaska;;South Australia;Australien;Willunga Hundred;Lively Wines Sweden AB;2011;;14.50%;BS;Övrigt sortiment;0;0;;0;
7881301;911507;78813;Willunga 100;Cabernet Shiraz;179.00;;750.00;238.67;2014-12-01;0;Rött vin;;;Flaska;;South Australia;Australien;Willunga Hundred;Lively Wines Sweden AB;2012;;14.00%;BS;Övrigt sortiment;0;0;;0;
7179501;911510;71795;Pago el Espino;Petit Verdot Merlot Tempranillo;206.00;;750.00;274.67;2014-12-01;0;Rött vin;;;Flaska;;Andalusien;Spanien;Cortijo Los Aguilares;Samplex AB;2014;;14.50%;BS;Övrigt sortiment;0;0;;0;
7881401;911513;78814;Robert Sinskey Vineyards;Pinot Noir;299.00;;750.00;398.67;2014-12-01;0;Rött vin;;;Flaska;;Kalifornien;USA;Robert Sinskey;Terrific Wines AB;2011;;13.50%;BS;Övrigt sortiment;1;0;;0;
7881601;911553;78816;Tinpot Hut;Sauvignon Blanc;169.00;;750.00;225.33;2014-12-01;0;Vitt vin;;;Flaska;;Marlborough;Nya Zeeland;Tinpot Hut Wines;Lively Wines Sweden AB;2013;;13.00%;BS;Övrigt sortiment;0;0;;0;
7881701;911642;78817;Tinpot Hut;Pinot Noir;179.00;;750.00;238.67;2014-12-01;0;Rött vin;;;Flaska;;Marlborough;Nya Zeeland;Tinpot Hut Wines;Lively Wines Sweden AB;2012;;13.50%;BS;Övrigt sortiment;0;0;;0;
8244701;9116466;82447;Tomatin;Five Virtues Earth Edition;895.00;;700.00;1278.57;2017-12-11;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Tomatin;Galatea AB;;;46.00%;BS;Övrigt sortiment;0;0;;0;
7200001;9116467;72000;Amante;;195.00;;750.00;260.00;2017-12-11;0;Rött vin;;;Flaska;;Venetien;Italien;Ca' Del Sette;Wineshare Sweden Stig Calderon;2015;;13.50%;BS;Övrigt sortiment;0;0;;0;
7985701;9116468;79857;Appassionante;1848 Sorio;115.00;;750.00;153.33;2017-12-11;0;Rött vin;;;Flaska;;Venetien;Italien;Ca' Del Sette;Wineshare Sweden Stig Calderon;2016;;13.00%;BS;Övrigt sortiment;0;0;;0;
7254601;9116473;72546;Ca' del Sette;Bacca del Merlo;105.00;;750.00;140.00;2017-12-11;0;Vitt vin;;;Flaska;;Venetien;Italien;Ca' Del Sette;Wineshare Sweden Stig Calderon;2016;;12.00%;BS;Övrigt sortiment;0;0;;0;
8917615;9116477;89176;Harpoon;Hoppy Adventure DIPA;49.90;1.00;473.00;105.50;2018-01-08;0;Öl;Ale brittisk-amerikansk stil;Imperial/Dubbel IPA;Burk;;;USA;Harpoon Brewery;Galatea AB;;;7.80%;BS;Övrigt sortiment;0;0;;0;
7534201;9116478;75342;Jean Claude Lapalu;Eau Forte;249.00;;750.00;332.00;2017-12-11;0;Rött vin;;;Flaska;Naturkork;;Frankrike;Jean Claude Lapalu;Bristly Wine Agents AB;2017;;12.50%;BS;Övrigt sortiment;0;0;;0;
7106201;9116479;71062;Priorat;Les Tosses;2348.00;;750.00;3130.67;2017-12-11;0;Rött vin;;;Flaska;;Katalonien;Spanien;TERROIR AL LIMIT S.L.;Theis Vine AB;2014;;13.50%;BS;Övrigt sortiment;0;0;;0;
8213502;9116481;82135;Limoncello;Elena Borra;199.00;;500.00;398.00;2017-12-11;0;Likör;Fruktlikör;;Flaska;;;Italien;Distilleria Vieux Moulin Srl di Elena Borra;Verissima AB;;;30.00%;BS;Övrigt sortiment;0;0;;0;
7847802;9116607;78478;Elogio;alla Lentezza;170.00;;500.00;340.00;2017-12-04;0;Vitt vin;Sött;;Flaska;;Apulien;Italien;I Pàstini;Solo io;2015;;13.50%;BS;Övrigt sortiment;0;0;;0;
7979301;9116608;79793;I Pastini;Spumante Brut;130.00;;750.00;173.33;2017-12-04;0;Mousserande vin;Torrt vitt;;Flaska;;Apulien;Italien;I Pàstini;Solo io;2016;;12.00%;BS;Övrigt sortiment;0;0;;0;
7103501;911666;71035;1865;Sauvignon Blanc;134.00;;750.00;178.67;2014-12-01;0;Vitt vin;;;Flaska;;Aconcagua;Chile;Viña San Pedro Tarapacá S.A.;Pernod Ricard Sweden AB;2014;;13.50%;BS;Övrigt sortiment;0;0;;0;
9905301;9116689;99053;Arnot-Roberts;Watson Ranch Chardonnay;349.00;;750.00;465.33;2018-05-04;0;Vitt vin;;;Flaska;Natur;Kalifornien;USA;Arnot Roberts;Sundell Selections AB;2016;;12.50%;TSE;Små partier;0;0;;0;Chardonnay.
9905601;9116889;99056;Arnot-Roberts;Syrah;431.00;;750.00;574.67;2018-03-02;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Natur;Kalifornien;USA;Arnot Roberts;Sundell Selections AB;2016;;12.00%;TSE;Små partier;0;0;;0;Syrah.
9907401;9116926;99074;Elephant Hill;Reserve Syrah;249.00;;750.00;332.00;2018-05-04;0;Rött vin;;;Flaska;Skruvkapsyl;Hawke's Bay;Nya Zeeland;Elephant Hill Estate & Winery Ltd.;AB Wicked Wine Sweden;2015;;13.50%;TSE;Små partier;0;0;;0;Syrah.
9906101;9116979;99061;Elephant Hill;Reserve Chardonnay;249.00;;750.00;332.00;2018-05-04;0;Vitt vin;;;Flaska;Natur;Hawke's Bay;Nya Zeeland;Elephant Hill Estate & Winery Ltd.;AB Wicked Wine Sweden;2016;;13.00%;TSE;Små partier;0;0;;0;Chardonnay.
7882101;911857;78821;Tenuta Marini;Fiano;139.00;;750.00;185.33;2014-12-01;0;Vitt vin;;;Flaska;;Apulien;Italien;Candido;Amka Vinimport AB;2014;;12.50%;BS;Övrigt sortiment;0;0;;0;
7197501;911870;71975;Gérard Bertrand;Clos d Óra;1790.00;;750.00;2386.67;2014-12-01;0;Rött vin;;;Flaska;;Languedoc-Roussillon;Frankrike;Gérard Bertrand;Ward Wines AB;2013;;14.50%;BS;Övrigt sortiment;0;0;;0;
8996303;911915;89963;Ghost Grale;;29.90;;330.00;90.61;2014-12-01;0;Öl;Ale brittisk-amerikansk stil;Skotsk ale;Flaska;;;Sverige;Nils Oscar AB;Brands For Fans Sweden AB;;;6.60%;BS;Övrigt sortiment;0;0;;0;
7515801;912051;75158;Villa Cavallo;;109.00;;750.00;145.33;2014-12-01;0;Rött vin;Kryddigt & Mustigt;;Flaska;Natur;Toscana;Italien;Iconic Wines;Iconic Wines;2007;;13.50%;FS;Ordinarie sortiment;0;0;;0;80% sangiovese och 20% merlot.
3017901;912064;30179;Sunnan;Torr Havtorn;297.00;;750.00;396.00;2015-02-02;0;Aperitif och dessert;Smaksatta viner & fruktviner;Mjöd;Flaska;;Gävleborgs län;Sverige;Mjödhamnen AB;Mjödhamnen AB;2012;;13.20%;BS;Övrigt sortiment;0;0;;0;
7765501;912845;77655;Cuvée the Pleaser;The Per Gessle Selection;379.00;;750.00;505.33;2014-12-01;0;Mousserande vin;Torrt vitt;;Flaska;;Champagne;Frankrike;Charles Ellner;The WineAgency Sweden AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
7736801;912848;77368;Cuvée the Convincer;The Per Gessle Selection;355.00;;750.00;473.33;2014-12-01;0;Mousserande vin;Rosé;;Flaska;;Champagne;Frankrike;Charles Ellner;The WineAgency Sweden AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
7885101;912851;78851;Andra Generationen;;100.00;;750.00;133.33;2014-12-01;0;Rött vin;Fruktigt & Smakrikt;;Flaska;;Povardarje;Nordmakedonien;Popova Kula;Foodspice;2012;;13.50%;BS;Övrigt sortiment;0;0;;0;Vranec, cabernet sauvignon och pinot noir.
8760601;913025;87606;Ron Esclavo Solera;12 Years;499.00;;700.00;712.86;2014-12-01;0;Rom;Mörk rom;;Flaska;;;Dominikanska Republiken;1423;Herida Aurum AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7510501;913319;75105;Colección Vivanco;4 Varietales;475.00;;750.00;633.33;2014-12-01;0;Rött vin;;;Flaska;;Rioja;Spanien;Vivanco;Robert Rask Vinhandel;2012;;14.00%;BS;Övrigt sortiment;0;0;;0;
7544001;913406;75440;Coteaux du Layon;Les Perrières;227.00;;750.00;302.67;2014-12-01;0;Vitt vin;;;Flaska;;Loiredalen;Frankrike;Domaine du Petit Clocher;ClosProbus KB;2011;;12.00%;BS;Övrigt sortiment;0;0;;0;
8442601;913483;84426;Cask Islay;Single Malt;499.00;;700.00;712.86;2014-12-01;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;A Dewar Rattray;Svenska Eldvatten AB;;;46.00%;BS;Övrigt sortiment;0;0;;0;
8443101;913677;84431;Stronachie;10 Years;499.00;;700.00;712.86;2014-12-01;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;A Dewar Rattray;Svenska Eldvatten AB;;;43.00%;BS;Övrigt sortiment;0;0;;0;
7165001;9137484;71650;Nodus Bobal;;159.00;;750.00;212.00;2017-12-13;0;Rött vin;;;Flaska;;Valencia;Spanien;Bodegas Nodus;O.Wines and Spirits AB;2015;;13.00%;BS;Övrigt sortiment;0;0;;0;
7692602;9137492;76926;Kopke;White 40 Years Old;929.00;;375.00;2477.33;2017-12-12;0;Aperitif och dessert;Portvin;Vitt portvin;Flaska;;Douro;Portugal;Sogevinus;Prime Wine Sweden AB;;;20.00%;BS;Övrigt sortiment;0;0;;0;
7513301;9137493;75133;Priorat;Les Manyes;2348.00;;750.00;3130.67;2017-12-12;0;Rött vin;;;Flaska;;Katalonien;Spanien;TERROIR AL LIMIT S.L.;Theis Vine AB;2014;;13.50%;BS;Övrigt sortiment;0;0;;0;
7183401;9137494;71834;Priorat;Terra de Cuques;448.00;;750.00;597.33;2017-12-12;0;Vitt vin;;;Flaska;;Katalonien;Spanien;TERROIR AL LIMIT S.L.;Theis Vine AB;2015;;13.00%;BS;Övrigt sortiment;0;0;;0;
7130301;9137495;71303;Ponte das Canas;;187.00;;750.00;249.33;2017-12-12;0;Rött vin;;;Flaska;;Alentejo;Portugal;Herdade do Mouchão;Handpicked Wines Sweden AB;2014;;14.50%;BS;Övrigt sortiment;0;0;;0;
7283801;9137499;72838;Xavier Loriot;100S Zero Dosage Extra Brut;481.00;;750.00;641.33;2017-12-12;0;Mousserande vin;Torrt vitt;;Flaska;;Champagne;Frankrike;Xavier Loriot;Vini Buoni AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
9917901;9137536;99179;Elephant Hill;Reserve Merlot Malbec;249.00;;750.00;332.00;2018-05-18;0;Rött vin;;;Flaska;Natur;Hawke's Bay;Nya Zeeland;Elephant Hill Estate & Winery Ltd.;AB Wicked Wine Sweden;2015;;14.00%;TSE;Små partier;0;0;;0;72% merlot, 20% malbec och 8% cabernet sauvignon.
7231301;9137624;72313;Nodus;Tinto de Autor;179.00;;750.00;238.67;2017-12-13;0;Rött vin;;;Flaska;;Valencia;Spanien;Bodegas Nodus;O.Wines and Spirits AB;2014;;13.50%;BS;Övrigt sortiment;0;0;;0;
7122701;9137629;71227;Cazals Claude;Carte Or Grand Cru Brut;498.00;;750.00;664.00;2017-12-12;0;Mousserande vin;Torrt vitt;;Flaska;;Champagne;Frankrike;Claude Cazals;Champagnekällaren i Sverige AB;;;12.50%;BS;Övrigt sortiment;0;0;;0;
7132201;9137630;71322;Xavier Loriot;100S Sans Sulfites ajoutes;562.00;;750.00;749.33;2017-12-12;0;Mousserande vin;Torrt vitt;;Flaska;;Champagne;Frankrike;Xavier Loriot;Vini Buoni AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
7705801;9137634;77058;Gramona;Enoteca Brut Nature Gran Reserve;1250.00;;750.00;1666.67;2017-12-13;0;Mousserande vin;Torrt vitt;;Flaska;;Cava;Spanien;Cava Gramona sa;Terrific Wines AB;2001;;12.50%;BS;Övrigt sortiment;0;0;;0;
9929101;9138011;99291;Elephant Hill;Syrah;169.00;;750.00;225.33;2018-03-02;0;Rött vin;Kryddigt & Mustigt;;Flaska;Skruvkapsyl;Hawke's Bay;Nya Zeeland;Elephant Hill Estate & Winery Ltd.;AB Wicked Wine Sweden;2015;;13.50%;TSE;Små partier;0;0;;0;Syrah.
7661502;913807;76615;Mjöd Njemen;;111.00;;500.00;222.00;2014-12-01;0;Aperitif och dessert;Smaksatta viner & fruktviner;Mjöd;Flaska;;;Litauen;Lietuviskas Midus;Original Brands STHLM HB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
7709101;913949;77091;Mistinguett;Brut;119.00;;750.00;158.67;2014-12-01;0;Mousserande vin;Torrt vitt;;Flaska;;Cava;Spanien;Masia Vallformosa;AB Wicked Wine Sweden;;;11.50%;BS;Övrigt sortiment;0;0;;0;
8754301;914022;87543;Origenes;Reserva 8 Years;449.00;;700.00;641.43;2014-12-01;0;Rom;Mörk rom;;Flaska;;;Panama;Alcoholes y Rones de Panama;Herida Aurum AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
