"","Artikelid","Namn","Namn2","Prisinklmoms","Volymiml","PrisPerLiter","Varugrupp","Typ","Forpackning","Forslutning","Ursprung","Ursprunglandnamn","Producent","Argang","Alkoholhalt","Ekologisk","Etiskt","EtisktEtikett","Koscher","RavarorBeskrivning","APK"
"10236",962286,"Côtes Du Rhone Villages","Domaine De La Biscarelle",130,750,173.33,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Domaine de la Biscarelle",2015,"14.00%",0,0,"",0,"",0.0807707840535395
"10237",962292,"Côtes Du Rhone","Domaine Pierre Usséglio",169,750,225.33,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Domaine Pierre Usseglio",2015,"14.50%",0,0,"",0,"",0.0643500643500644
"10238",962305,"Saint-Joseph","Lautaret",299,750,398.67,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Domaine Eric & Joel Durand",2014,"13.00%",0,0,"",0,"",0.0326084230064966
"10239",962310,"Cornas","Empreintes",335,750,446.67,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Domaine Eric & Joel Durand",2013,"13.50%",0,0,"",0,"",0.0302236550473504
"10240",962323,"Quintela","Colheita",143,750,190.67,"Rött vin","","Flaska","","Douro","Portugal","Carlos Alonso",2014,"13.50%",0,0,"",0,"",0.0708029579902449
"10241",962367,"Piano","Reserva Tinto",165,750,220,"Rött vin","","Flaska","","Douro","Portugal","Carlos Alonso",2014,"14.00%",0,0,"",0,"",0.0636363636363636
"10242",962567,"Quinta Do Tedo","Reserva",225,750,300,"Rött vin","","Flaska","","Douro","Portugal","Quinta do Tedo",2014,"14.00%",0,0,"",0,"",0.0466666666666667
"10243",962682,"Barrique","Pinot Noir",124,750,165.33,"Rött vin","","Flaska","","","Luxemburg","Aly Duhr et fils",2002,"12.50%",0,0,"",0,"",0.0756063630315127
"10244",962691,"Barrique","Pinot Blanc",115,750,153.33,"Vitt vin","Fylligt & Smakrikt","Flaska","Natur","","Luxemburg","Aly Duhr et fils",2004,"12.50%",0,0,"",0,"Pinot blanc.",0.0815235113806822
"10245",962774,"On The Nose","Shiraz Mourvedre",99,750,132,"Rött vin","","Flaska","","Western Cape","Sydafrika","Saronsberg",2013,"14.50%",0,0,"",0,"",0.109848484848485
"10246",962784,"Unity","Chenin Blanc",109,750,145.33,"Vitt vin","","Flaska","","Western Cape","Sydafrika","Saronsberg",2016,"13.00%",0,0,"",0,"",0.0894515929264433
"10247",962790,"Unity","Shiraz Mourvedre",109,750,145.33,"Rött vin","","Flaska","","Western Cape","Sydafrika","Saronsberg",2016,"14.50%",0,0,"",0,"",0.0997729305718021
"10248",962798,"Charles & Charles","Zinfandel",109,750,145.33,"Rött vin","","Flaska","Skruvkapsyl","Kalifornien","USA","Bieler & Smith",2014,"14.50%",0,0,"",0,"Zinfandel.",0.0997729305718021
"10249",963317,"Châteauneuf-du-Pape","Domaine Grand Veneur",285,750,380,"Rött vin","Kryddigt & Mustigt","Flaska","Natur","Rhonedalen","Frankrike","Alain Jaume",2016,"15.00%",1,0,"",0,"70% grenache, 20% syrah samt 10% mourvèdre och övriga druvsorter.",0.0394736842105263
"10250",963476,"Haton & Fils","Grande Réserve Brut Rosé",320,750,426.67,"Mousserande vin","Rosé","Flaska","","Champagne","Frankrike","Haton et Fils",NA,"12.00%",0,0,"",0,"",0.0281247802751541
"10251",963516,"Haton & Fils","Cuvée Prestige",369,750,492,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Haton et Fils",NA,"12.00%",0,0,"",0,"",0.024390243902439
"10252",963522,"Haton & Fils","Premier Cru Chardonnay Brut",349,750,465.33,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Haton et Fils",NA,"12.00%",0,0,"",0,"",0.0257881503449165
"10253",963535,"Schlossreben","Riesling",221,750,294.67,"Vitt vin","","Flaska","","Alsace","Frankrike","Klein Aux Vieux Remparts",2012,"12.00%",0,0,"",0,"",0.0407235212271354
"10254",963549,"Viña Ane","Vendimia Seleccionada",300,750,400,"Rött vin","","Flaska","","Rioja","Spanien","Bodega del Monge-Garbati",2011,"14.00%",0,0,"",0,"",0.035
"10255",963564,"Viña Ane","Autor",201,750,268,"Rött vin","","Flaska","","Rioja","Spanien","Bodega del Monge-Garbati",2011,"14.00%",0,0,"",0,"",0.0522388059701493
"10256",963728,"Örebro 754 år","Prévoteau-Perrier Brut Rosé",372,750,496,"Mousserande vin","Rosé","Flaska","","Champagne","Frankrike","Prévoteau-Perrier",2016,"12.00%",0,0,"",0,"",0.0241935483870968
"10257",963741,"André Robert","Pauline Brut",337,750,449.33,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","André Robert",NA,"12.00%",0,0,"",0,"",0.0267064295729197
"10258",963756,"Delheim","Edelpatz",159,375,424,"Vitt vin","Sött","Flaska","","Western Cape","Sydafrika","Delheim Wines",2014,"11.00%",0,0,"",0,"",0.0259433962264151
"10259",963907,"Novaserra","Greco di Tufo",179,750,238.67,"Vitt vin","","Flaska","","Kampanien","Italien","Mastroberardino",2017,"13.50%",0,0,"",0,"",0.0565634558176562
"10260",964260,"Seara","Rosé",115,750,153.33,"Rosévin","","Flaska","","Latium","Italien","Castello di Torre in Pietra",2012,"12.50%",1,0,"",0,"",0.0815235113806822
"10261",964577,"Jacob's Creek Earth Vine Grape","Chardonnay Vermentino",89,750,118.67,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","South Eastern Australia","Australien","Jacob's Creek Wines",2015,"12.90%",1,0,"",0,"Chardonnay och vermentino.",0.108704811662594
"10262",964629,"Bersi Serlini","Franciacorta Anteprima",256,750,341.33,"Mousserande vin","","Flaska","","Lombardiet","Italien","Bersi Serlini",NA,"12.50%",0,0,"",0,"",0.0366214513813612
"10263",964780,"Doudet Naudin","Pinot Noir",99,750,132,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","Doudet Naudin",2014,"12.50%",0,0,"",0,"",0.0946969696969697
"10264",964811,"Doudet Naudin","Chardonnay",99,750,132,"Vitt vin","","Flaska","","Languedoc-Roussillon","Frankrike","Doudet Naudin",2014,"13.00%",0,0,"",0,"",0.0984848484848485
"10265",964838,"Pernand Vergelesses","Les Pins",295,750,393.33,"Vitt vin","","Flaska","","Bourgogne","Frankrike","Doudet Naudin",2012,"13.00%",0,0,"",0,"",0.0330511275519284
"10266",964854,"Beaune","1er Cru Cent Vignes",345,750,460,"Rött vin","","Flaska","","Bourgogne","Frankrike","Doudet Naudin",2011,"13.00%",0,0,"",0,"",0.0282608695652174
"10267",965409,"Norkap","Akvavit",188,700,268.57,"Akvavit och Kryddat brännvin","Akvavit","Flaska","","","Danmark","Drinks and Food Vertrebs",NA,"37.50%",0,0,"",0,"",0.139628402278736
"10268",965961,"Bricco Sereno","Barbera d'Asti Superiore",209,750,278.67,"Rött vin","","Flaska","","Piemonte","Italien","Tenuta la Meridiana",2015,"14.50%",0,0,"",0,"",0.0520328704202103
"10269",966065,"Lynmar Estate","Chardonnay",399,750,532,"Vitt vin","","Flaska","Skruvkapsyl","Kalifornien","USA","Lynmar Estate",2016,"14.00%",0,0,"",0,"",0.0263157894736842
"10270",966092,"Freedom Hill","Chenin Blanc",136,750,181.33,"Vitt vin","","Flaska","","Western Cape","Sydafrika","Freedom Hill",2014,"12.00%",0,0,"",0,"",0.0661776870898362
"10271",966101,"Villa Righetti","Rosso",88,750,117.33,"Rött vin","","Flaska","","Venetien","Italien","Luigi Righetti",2014,"12.50%",0,0,"",0,"",0.106537117531748
"10272",966110,"Villa Righett","Bianco",88,750,117.33,"Vitt vin","","Flaska","","Venetien","Italien","Luigi Righetti",2016,"12.50%",0,0,"",0,"",0.106537117531748
"10273",966131,"Valdosan","",283,750,377.33,"Rött vin","","Flaska","","Kastilien-León","Spanien","Bodegas Iturria",2010,"14.50%",0,0,"",0,"",0.0384279013065486
"10274",966134,"Secret","Reserva Brut Nature",159,750,212,"Mousserande vin","Torrt vitt","Flaska","","Cava","Spanien","Chapillon",NA,"11.50%",0,0,"",0,"",0.0542452830188679
"10275",966137,"Dumangin","Rosé De Saignée",698,750,930.67,"Mousserande vin","Rosé","Flaska","","Champagne","Frankrike","Dumangin & Fils",2008,"12.00%",0,0,"",0,"",0.0128939366263015
"10276",966265,"MilleUna Prima Rosa","Negroamaro Rosato",178,750,237.33,"Rosévin","","Flaska","","Apulien","Italien","Milleuna",2014,"13.50%",0,0,"",0,"",0.0568828213879408
"10277",966407,"Domaine de Calet","Cuvée Long Terme",129,750,172,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Domaine de Calet",2010,"14.50%",0,0,"",0,"",0.0843023255813953
"10278",966413,"Domaine de Calet","Rosé",119,750,158.67,"Rosévin","","Flaska","","Rhonedalen","Frankrike","Domaine de Calet",2013,"13.00%",1,0,"",0,"",0.0819310518686582
"10279",966460,"Prohibition","Zinfandel",259,3000,86.33,"Rött vin","","Box","Vingtapp","Kalifornien","USA","PrimeWine Sweden AB",2016,"14.50%",0,0,"",0,"",0.167960152901656
"10280",966519,"Aalborg","Export Akvavit",259,700,370,"Akvavit och Kryddat brännvin","Akvavit","Flaska","","","Danmark","Arcus Sweden AB",NA,"38.00%",0,0,"",0,"",0.102702702702703
"10281",966527,"Ktima Kir-Yianni","Yianakohori Hills",119,750,158.67,"Rött vin","Stramt & Nyanserat","Flaska","Natur","Makedonien","Grekland","Kir-Yianni Estate",2016,"14.00%",0,0,"",0,"50% xinomavro, 30% merlot och 20% syrah.",0.0882334404739396
"10282",9665375,"Brochet","",129,375,344,"Vitt vin","Sött","Flaska","","Loiredalen","Frankrike","Ampelidae",2015,"11.00%",1,0,"",0,"Chenin blanc.",0.0319767441860465
"10283",9665394,"Clisson","Muscadet",169,750,225.33,"Vitt vin","Friskt & Fruktigt","Flaska","Naturkork","Loiredalen","Frankrike","Ollivier Pere et Fils",2013,"12.00%",0,0,"",0,"Melon de bourgogne.",0.0532552256690188
"10284",9665713,"Aubrade Le Prestige","",99,750,132,"Vitt vin","Fylligt & Smakrikt","Flaska","Skruvkapsyl","Bordeaux","Frankrike","SAS Vignobles Lobre",2018,"12.00%",0,0,"",0,"40% sémillon, 40% sauvignon blanc och 20% muscadelle.",0.0909090909090909
"10285",9665764,"Dolcetto d´Alba","Le Ciliegie",164,750,218.67,"Rött vin","","Flaska","","Piemonte","Italien","Giovanni Manzone",2016,"13.50%",0,0,"",0,"",0.0617368637673206
"10286",9665767,"Chaval","",119,750,158.67,"Rött vin","","Flaska","","Valencia","Spanien","Bodegas Nodus",NA,"13.00%",1,0,"",0,"",0.0819310518686582
"10287",9665769,"100 x 100","Monastrell",224,750,298.67,"Rött vin","","Flaska","","Murcia","Spanien","Bodega Asensio Carcelén",2016,"16.50%",1,0,"",0,"",0.0552449191415274
"10288",9665775,"Barone Villagrande","Etna Rosso",179,750,238.67,"Rött vin","","Flaska","","Sicilien","Italien","Cantine Barone di Villagrande",2015,"13.00%",0,0,"",0,"",0.0544685130095948
"10289",9665776,"Barbara d'Asti","Superiore",169,750,225.33,"Rött vin","","Flaska","","Piemonte","Italien","Dezzani",NA,"14.50%",0,0,"",0,"",0.0643500643500644
"10290",9665777,"Corucho","Crianza",230,750,306.67,"Rött vin","","Flaska","","Madrid","Spanien","Bodega Ecológica Luis Saavedra",2012,"15.00%",1,0,"",0,"",0.0489125118205237
"10291",9665784,"Barbera del Monferrato","Vicara",151,750,201.33,"Rött vin","","Flaska","","Piemonte","Italien","Vicara",2017,"13.50%",0,0,"",0,"",0.0670540902995083
"10292",9665789,"Cusumano","Shamaris Grillo",169,750,225.33,"Vitt vin","","Flaska","","Sicilien","Italien","Cusumano",2017,"13.00%",0,0,"",0,"",0.057693161141437
"10293",9665794,"WA","Riesling",134,750,178.67,"Vitt vin","","Flaska","","Pfalz","Tyskland","WA Wine AB",2016,"12.00%",0,0,"",0,"",0.0671629260648122
"10294",9665795,"Izakaya","Rosé",85,750,113.33,"Rosévin","","Flaska","","Vinho Verde","Portugal","WA Wine AB",2016,"10.00%",0,0,"",0,"",0.0882378893496868
"10295",9665797,"Chablis","Domaine de Oliveira Lecestre",539,1500,359.33,"Vitt vin","","Magnum","","Bourgogne","Frankrike","Domaine de Oliveira Lecestre",2015,"13.00%",0,0,"",0,"",0.0361784432137589
"10296",9665798,"Corucho","Finca Peazo la Encina",309,750,412,"Rött vin","","Flaska","","Madrid","Spanien","Bodega Ecológica Luis Saavedra",2015,"14.00%",1,0,"",0,"",0.0339805825242718
"10297",9665829,"Aubrade Le Prestige","",59,375,157.33,"Vitt vin","Fylligt & Smakrikt","Flaska","Skruvkapsyl","Bordeaux","Frankrike","SAS Vignobles Lobre",2018,"12.00%",0,0,"",0,"Sémillon, muscadelle och sauvignon blanc.",0.0762728023898811
"10298",966618,"Joyride","Syrah",93,750,124,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","Terroirs Vivants",2017,"13.00%",1,0,"",0,"",0.104838709677419
"10299",966652,"Chapillon","Cuvée Harmonie",149,750,198.67,"Rött vin","","Flaska","","Aragonien","Spanien","Chapillon",2012,"14.50%",0,0,"",0,"",0.0729853525947551
"10300",966718,"Rock","Amarone della Valpolicella",229,750,305.33,"Rött vin","","Flaska","","Venetien","Italien","Viticultori d'Italia",2013,"15.00%",0,0,"",0,"",0.0491271738774441
"10301",966721,"Rock","Valpolicella Ripasso",129,750,172,"Rött vin","","Flaska","","Venetien","Italien","Viticultori d'Italia",2016,"13.50%",0,0,"",0,"",0.0784883720930233
"10302",967017,"Cornet & Cie","Rouge",138,750,184,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","Cave De l'Abbé Rous",2011,"13.50%",0,0,"",0,"",0.0733695652173913
"10303",967020,"Château de Pierreux","",120,750,160,"Rött vin","Mjukt & Bärigt","Flaska","Naturkork","Bourgogne","Frankrike","Château de Pierreux",2017,"14.00%",0,0,"",0,"Gamay.",0.0875
"10304",967053,"In Fine","Blanc",275,750,366.67,"Vitt vin","","Flaska","","Languedoc-Roussillon","Frankrike","Cave De l'Abbé Rous",2013,"14.00%",0,0,"",0,"",0.0381814710775357
"10305",967059,"Roma","Rosso",128,750,170.67,"Rött vin","","Flaska","","Latium","Italien","Cantina castello di torre in pietra",2013,"13.00%",1,0,"",0,"",0.0761703872971231
"10306",967065,"Collioure","Cuvée Des Peintres Rosé",111,750,148,"Rosévin","","Flaska","","Languedoc-Roussillon","Frankrike","Cave De l'Abbé Rous",2014,"13.50%",0,0,"",0,"",0.0912162162162162
"10307",967080,"Mas Janeil","Sans Souffre",159,750,212,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","François Lurton",2016,"14.50%",0,0,"",0,"",0.0683962264150943
"10308",967089,"Grand Sud","Sauvignon Blanc",77,1000,77,"Vitt vin","Friskt & Fruktigt","PET-flaska","Skruvkapsyl","","Frankrike","Grand Sud",2018,"11.50%",0,0,"",0,"Sauvignon blanc.",0.149350649350649
"10309",967389,"Canard Duchêne Charles VII","Smooth Rosé",549,750,732,"Mousserande vin","Rosé","Flaska","","Champagne","Frankrike","Champagne Canard-Duchêne",NA,"12.00%",0,0,"",0,"",0.0163934426229508
"10310",967419,"Grande Recolte","",329,1500,219.33,"Rosévin","","Magnum","","Provence","Frankrike","Château de Berne",2018,"13.00%",0,0,"",0,"",0.0592714174987462
"10311",967422,"Dreissigacker","Riesling Organic Trocken",119,750,158.67,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Rheinhessen","Tyskland","Weingut Dreissigacker",2017,"12.00%",1,0,"",0,"Riesling.",0.0756286632633768
"10312",967425,"Canard Duchêne","Cuvée Léonie Brut",929,1500,619.33,"Mousserande vin","Torrt vitt","Magnum","","Champagne","Frankrike","Champagne Canard-Duchêne",NA,"12.00%",0,0,"",0,"",0.0193757770493921
"10313",967431,"Pierre Chavin","Sauvignon Blanc Côtes de Gascogne",75,750,100,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Frankrike sydväst","Frankrike","Domaines Pierre Chavin",2018,"11.50%",0,0,"",0,"Sauvignon blanc, colombard och gros manseng.",0.115
"10314",967452,"The Sugar Skull","White Wine",67,1000,67,"Vitt vin","Druvigt & Blommigt","Papp","Skruvkapsyl","Duna–Tisza közi","Ungern","Multibev AB",2017,"11.00%",0,0,"",0,"57% muscat ottonel, 33% cserszegi füszeres och 10% sárfehér.",0.164179104477612
"10315",967560,"Cycliste","Côtes du Rhône Villages",89,750,118.67,"Rött vin","Fruktigt & Smakrikt","Flaska","Natur","Rhonedalen","Frankrike","Mare Magnum",2017,"14.50%",1,0,"",0,"Syrah.",0.12218757900059
"10316",967663,"E. Guigal","Côtes-du-Rhône",269,1500,179.33,"Rött vin","","Magnum","","Rhonedalen","Frankrike","E Guigal",2015,"14.00%",0,0,"",0,"",0.0780683655830034
"10317",967841,"Jurtschitsch","Stein Grüner Veltliner",189,750,252,"Vitt vin","","Flaska","","Niederösterreich","Österrike","Weingut Jurtschitsch",2017,"12.50%",1,0,"",0,"",0.0496031746031746
"10318",968224,"Nostalgia","Alvarinho",179,750,238.67,"Vitt vin","","Flaska","","Vinho Verde","Portugal","Lua Cheia em Vinhas Velhas",2015,"12.50%",0,0,"",0,"",0.0523735702015335
"10319",968418,"Pegos Claros","Tinto",115,750,153.33,"Rött vin","","Flaska","","Península de Setúbal","Portugal","Ca Imóveis",2010,"14.00%",0,0,"",0,"",0.091306332746364
"10320",968477,"Maria Papoila","Escolha",139,750,185.33,"Vitt vin","","Flaska","","Vinho Verde","Portugal","Lua Cheia em Vinhas Velhas",2017,"11.50%",0,0,"",0,"",0.0620514757459667
"10321",968500,"Jurtschitsch","Zöbiger Heiligenstein Riesling",319,750,425.33,"Vitt vin","","Flaska","","Niederösterreich","Österrike","Weingut Jurtschitsch",2014,"13.00%",1,0,"",0,"",0.0305645028566055
"10322",968540,"Jurtschitsch","Ried Loiserberg Grüner Veltliner",299,750,398.67,"Vitt vin","","Flaska","","Niederösterreich","Österrike","Weingut Jurtschitsch",2016,"13.00%",1,0,"",0,"",0.0326084230064966
"10323",968564,"La Vignée","Pinot Noir",299,1500,199.33,"Rött vin","","Magnum","","Bourgogne","Frankrike","Bouchard Père & Fils",2015,"12.50%",0,0,"",0,"",0.0627100787638589
"10324",968661,"Castro Valdes","Albariño",159,750,212,"Vitt vin","","Flaska","","Galicien","Spanien","Adega Castro Brey",2013,"13.00%",0,0,"",0,"",0.0613207547169811
"10325",968664,"Sin Palabras","Albariño",189,750,252,"Vitt vin","","Flaska","","Galicien","Spanien","Adega Castro Brey",2017,"13.00%",0,0,"",0,"",0.0515873015873016
"10326",968735,"Barolo","Serralunga d'Alba",169,375,450.67,"Rött vin","Stramt & Nyanserat","Flaska","","Piemonte","Italien","Fontanafredda",2014,"13.50%",0,0,"",0,"",0.0299553997381676
"10327",968832,"Duss","Moscato d'Asti",161,750,214.67,"Vitt vin","Sött","Flaska","","Piemonte","Italien","Gagliasso Mario",2015,"5.00%",0,0,"",0,"",0.0232915637955932
"10328",968920,"Belcanto","Chianti Classico",225,750,300,"Rött vin","","Flaska","","Toscana","Italien","Fattoria Nittardi",2013,"13.00%",0,0,"",0,"",0.0433333333333333
"10329",968972,"El Pulpo","Chardonnay",125,750,166.67,"Vitt vin","","Flaska","","","Spanien","Bodegas Isidro Milagro",NA,"14.00%",1,0,"",0,"",0.0839983200335993
"10330",968981,"Belleruche Côtes-du-Rhône","Chapoutier",119,750,158.67,"Rött vin","Kryddigt & Mustigt","Flaska","Skruvkapsyl","Rhonedalen","Frankrike","Chapoutier",2017,"14.00%",1,0,"",0,"Grenache och syrah.",0.0882334404739396
"10331",968984,"Barolo","Tre Utin",279,750,372,"Rött vin","","Flaska","","Piemonte","Italien","Gagliasso Mario",2012,"14.50%",0,0,"",0,"",0.0389784946236559
"10332",969002,"Pol Rémy","Brut",59,750,78.67,"Mousserande vin","Torrt vitt","Flaska","Natur","","Frankrike","Pol Rémy",NA,"11.00%",0,0,"",0,"Chardonnay, ugni blanc och folle blanche.",0.13982458370408
"10333",969075,"Periquita","Reserva",219,1500,146,"Rött vin","","Magnum","","Península de Setúbal","Portugal","José Maria da Fonseca",2017,"13.00%",0,0,"",0,"",0.089041095890411
"10334",969198,"Blanco Nieva","Verdejo",104,750,138.67,"Vitt vin","","Flaska","","","Spanien","Vine dos de Nieva",2016,"12.50%",0,0,"",0,"",0.0901420638926949
"10335",969207,"Mitolo","Angela Shiraz",209,750,278.67,"Rött vin","","Flaska","","South Australia","Australien","Mitolo Wines",2014,"14.50%",0,0,"",0,"",0.0520328704202103
"10336",969238,"T'Air d'Oc","Sauvignon Blanc",129,750,172,"Vitt vin","","Flaska","","Languedoc-Roussillon","Frankrike","Domaine Gayda",2018,"12.50%",0,0,"",0,"",0.0726744186046512
"10337",969257,"Brunello di Montalcino","Uccelliera",547,750,729.33,"Rött vin","","Flaska","","Toscana","Italien","Azienda Agricola Uccelliera",2014,"15.00%",0,0,"",0,"",0.0205668216033894
"10338",969278,"Rosso di Montalcino","Uccelliera",260,750,346.67,"Rött vin","","Flaska","","Toscana","Italien","Azienda Agricola Uccelliera",2017,"14.00%",0,0,"",0,"",0.0403842270747397
"10339",969389,"Mitolo","G.A.M. Shiraz",299,750,398.67,"Rött vin","","Flaska","","South Australia","Australien","Mitolo Wines",2014,"14.50%",0,0,"",0,"",0.0363709333534001
"10340",969426,"Massimago Magó","Brut Rosé",238,750,317.33,"Mousserande vin","Rosé","Flaska","","","Italien","Az. Agricola Camilla Rossi Chauvenet",2016,"11.50%",1,0,"",0,"",0.0362398764692906
"10341",9696,"Zonnebloem","Sauvignon Blanc",69,750,92,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Western Cape","Sydafrika","Zonnebloem Wines",2018,"13.50%",0,0,"",0,"Sauvignon blanc",0.146739130434783
"10342",969617,"Antidoto","",199,750,265.33,"Rött vin","","Flaska","","Kastilien-León","Spanien","Bodegas el lagar de Isilla",2012,"14.50%",0,0,"",0,"",0.0546489277503486
"10343",969632,"Kamnik","Cuvée de Prestige",200,750,266.67,"Rött vin","","Flaska","","Povardarje","Nordmakedonien","Chateau Kamnik",2014,"14.50%",0,0,"",0,"",0.054374320320996
