product_name,taste_body,taste_freshness,taste_tanins,taste_bitternes,taste_sweetnes,alchohol
Odfjell Capítulo Flying Fish 2017,8,8,6,0,0,13.5
Casillero del Diablo Rosé 2017,6,8,0,0,2,13
Riondo Appasimento Il Cuore per Martina 2014,7,7,7,0,0,14
Dom. des Roches Nueves Terres Chaudes 2012,8,8,8,0,0,12.5
Gut Hermannsberg Just Riesling 2017,7,8,0,0,1,11.5
Dom. des Roches Neuves Saumur Champigny 2016,7,8,7,0,0,12.5
Pabiot Aubaine Pouilly Fumé,8,8,0,0,1,12.5
Boffa Storica Barbera d´Asti Superiore 2016,7,7,6,0,0,14
Hexamer Schlossböckelheimer Porphyr Riesling 2017,7,9,0,0,3,12
Matrot Blagny La Pièce sous le Bois 2011,8,7,6,0,0,13
Ch. Bonnet Sauvignon Blanc Sémillon Réserve 2018,7,7,0,0,1,13
Nobiltà Valpolicella Ripasso 2016,8,6,8,0,0,13.5
Ch. Branaire-Ducru 2010,8,7,8,0,0,14
Birra del Borgo ReAle,7,8,0,6,0,6.4
Birra del Borgo ReAle,6,8,0,6,0,6.4
Alleno & Chapoutier Couronne de Chabot 2012,8,6,5,0,0,13
Alleno & Chapoutier Côtes du Rhône 2016,6,5,4,0,0,14.5
Eric Texier Châteauneuf du Pape 2016,8,8,0,0,1,13.5
Vitis de Azul y Garanza 2016,8,8,0,0,1,12.5
Pfeffingen Weilberg Riesling GG 2016,8,8,0,0,1,13
Hirschhof Silvaner Trocken 2017,5,7,0,0,1,12.5
Hirschhof Morstein Riesling Kabinett 2017,5,7,0,0,5,11
Dom. Fouassier Sancerre Clos Paradis 2017,9,8,0,0,1,13.5
Goats do Roam Cool Crisp White,7,8,0,0,1,13
Ch. Saint-Pierre Côtes de Provence Tradition 2016,6,8,0,0,1,12.5
Tucher Bajuvator Doppelbock,8,6,0,5,0,7.5
Herbauges Classic Côtes de Grandlieu Muscadet Sur Lie 2017,5,10,0,0,2,12
It's a Game! 2014,6,7,7,0,0,14
Birra del Borgo Dogfish Head My Antonia,8,8,0,9,0,7.5
Hvit Hagevin Arne & Carlos 2016,4,8,0,0,2,12
Cono Sur Sparkling Rosé 2012,5,8,0,0,3,12.5
Fuller`s 1845,8,7,0,8,0,6.3
Pattes Loup Chablis 2017,7,8,0,0,1,12.5
Pattes Loup Chablis 1er Cru Butteaux 2015,9,8,0,0,1,12.5
Pattes Loup Chablis 1er Cru Côte de Jouan,8,8,0,0,1,13
Meinklang Prosa 2018,6,8,0,0,2,10.5
Meinklang Grüner Veltliner 2018,7,7,0,0,2,11
Tardieu-Laurent Gigondas Vieilles Vignes 2012,8,8,8,0,0,14.5
Nervi Gattinara Vigna Valferana 2014,8,7,7,0,0,13.5
Dom. de Trévallon 2014,9,9,8,0,0,13
Dom. de Trévallon 2013,10,10,9,0,0,13
Tavernello (3x25cl),5,6,4,0,0,11.5
Tavernello (3x25cl),4,6,0,0,2,10.5
Purcari Negru de Purcari 2008,9,6,9,0,0,13
Guigal Hermitage 2013,8,6,0,0,1,13.5
Guigal Côte Rôtie Ch. D'Ampuis 2013,9,7,8,0,0,13.5
Loichet Bourgogne Aligoté 2014,6,7,0,0,1,12.5
J.L. Chave Selection Hermitage Blanche 2012,8,6,0,0,1,14.5
Kloster Eberbach Riesling Sekt Brut 2016,6,6,0,0,2,12.5
Cossetti Barbera d'Asti La Vigna Vecchia 2015,8,8,8,0,0,13.5
Purcari Cabernet Sauvignon 2012,7,6,5,0,0,13
Bostavan Cabernet 2007,7,7,7,0,0,12.5
Founders Porter,9,5,0,5,0,6.5
AleSmith IPA,8,8,0,10,0,7.2
Cune Reserva 2011,9,9,7,0,0,13.5
Dominio de la Vega Brut Reserva Especial 2016,8,8,0,0,1,12
Cézar Sueños Inga Especial Coupage Grand Reserva 2008,8,8,8,0,0,14.5
Carillon Bourgogne Chardonnay 2016,8,8,0,0,1,13
Cezar Suenos Ultimos Tempranillo 2009,8,9,8,0,0,14
Corte Giara Pinot Grigio 2018,7,7,0,0,2,12.5
Cézar Sueños Petit Verdot Reserva 2008,7,8,7,0,0,14
Mikkeller Beer Geek Breakfast,9,10,0,7,0,7.5
Mascaró Nigrum Brut Reserva 2010,7,8,0,0,1,12
Ca'Val Treviso Prosecco Extra Dry,5,8,0,0,2,11
Baladin Nazionale 2012,7,8,0,8,0,6.5
Ch. Carbonnieux 2014,8,8,0,0,1,12.5
Dom. Vacheron Sancerre Guigne-Chèvres 2016,7,11,0,0,2,13
Figure Libre Maccabeo 2013,9,8,0,0,1,13
Pardon my French Cotes du Gascogne 2018,5,9,0,0,2,10.5
Ch. Guiraud Sauternes 2010,10,8,0,0,9,13.5
Jean-Baptiste Adam les Natures Riesling 2015,9,10,0,0,1,13
Markus Molitor Edition 4. Zeltinger Himmelreich Riesling Auslese** Feinherb 2005,10,9,0,0,3,12
Demilly de Baere Extra Brut,8,10,0,0,1,12
Torres Verdeo 2014,5,10,0,0,1,13
Cesari Recioto Della Valpolicella Classico 2015,8,8,6,0,0,13
Pizzolato Moscato Frizzante 2017,7,8,0,0,6,6.5
Didier Montchovet Pommard 2014,7,9,6,0,0,12
Didier Montchevet Hautes Côtes de Beaune 2015,6,10,6,0,0,13
Didier Montchevet Hautes Côtes de Beaune 2015,6,10,0,0,1,13
Piccini Memoro Rosato,7,8,0,0,2,13.5
Feliciana Grifo Lugana Brut 2016,4,6,0,0,2,13
Eraldo Viberti Dolcetto d'Alba Vigna Vaglio 2015,6,7,5,0,0,13
Feliciana Feudo Riviera del Garda Bresciano Chiaretto 2017,5,6,0,0,2,13
Feliciana Felugan Lugana 2018,6,6,0,0,2,13
Eraldo Viberti Barolo 2011,7,4,7,0,0,15
Feliciana Cebon Benaco Bresciano 2016,7,5,4,0,0,14
Eraldo Viberti Barbera d'Alba Vigna Clara 2015,7,6,5,0,0,15
Bouchard Père et Fils Mâcon-Villages,7,9,0,0,1,12.5
Banfi La Pettegola Vermentino 2017,6,6,0,0,1,12.5
Castellblanc Seco,5,7,0,0,4,11.5
Castellblanc Rosado Seco,5,6,0,0,3,12
Von Winning Paradiesgarten Riesling Trocken 2017,7,10,0,0,1,12
Marc Kreydenweiss Kritt Pinot Blanc 2017,7,8,0,0,1,12.5
Dr. Heidemanns-Bergweiler Riesling,5,9,0,0,4,9.5
Hitachino Nest White Ale,7,0,0,4,7,5.5
Hitachino Nest Red Rice Ale,6,0,0,4,8,7
Pietro Caciorgna Thalia Etna Rosso 2015,8,8,7,0,0,13
Pietro Caciorgna N'Anticchia Etna Rosso 2011,10,9,9,0,0,13.5
Pietro Caciorgna Macchie Terre di Casole Sangiovese 2010,9,8,8,0,0,13.5
Abbona Casaret Barbera 2016,7,7,6,0,0,13
Montagliari Brunesco di San Lorenzo 2009,9,8,8,0,0,13
Louis Bouillot Crémant de Bourgogne Perle d'Aurore Rosé,7,6,0,0,2,12
Hardys Mill Cellar Chardonnay 2017,6,8,0,0,3,12.5
Hardys Nottage Hill Chardonnay 2018,8,8,0,0,1,13.5
Radio Boca PIT 2017,8,8,5,0,0,12.5
Morgadio da Torre Alvarinho 2016,6,10,0,0,1,12.5
Gravillas Lo Vièlh Carignan 2015,8,6,5,0,0,14
Shine Riesling 2018,6,9,0,0,2,12
Dom. Fernand Engel Cremant d'Alsace Rose Brut,7,6,0,0,3,12.5
Moulin des Vrilleres Lauverjat Sancerre 2012,8,7,0,0,1,12.5
Dom. Fernand Engel Praelatenberg Grand Cru Riesling 2015,9,8,0,0,2,13
Eifel-Pfeiffer Blauschiefer Riesling 2016,7,9,0,0,5,8
Anselmann Riesling Trocken 2018,7,9,0,0,2,11.5
Künstler Kostheim Weiss Erd Riesling Trocken Grosses Gewächs 2017,9,9,0,0,1,13
Dr. Heidemanns-Bergweiler Pinot Noir,7,8,7,0,0,13.5
Dr. Heidemanns-Bergweiler Riesling Trocken,6,9,0,0,2,12
Hornbeer Grisk IPA,8,0,0,7,5,6.4
Hitachino Nest Ginger Ale,7,6,0,6,0,8
Vigneti Massa Terra Piccolo Derthona 2018,6,7,0,0,1,12.5
Villa Conchi Cava Brut Selección,6,8,0,0,2,11.5
Trimbach Sélection de Vieilles Vignes Riesling 2016,7,11,0,0,1,14
Mionetto il UGO!,0,0,0,0,0,8
Mionetto Treviso Prosecco Extra Dry,5,9,0,0,3,11
Messmer Riesling Trocken 2017,6,10,0,0,1,11.5
Messmer Schiefer Riesling Trocken 2016,8,10,0,0,1,12.5
Dom. aux Moines Savennières Roche aux Moines 2011,10,8,0,0,2,14.5
Schäfer-Fröhlich Bockenauer Schiefergestein Riesling Halbtrocken 2013,7,8,0,0,3,11.5
Schäfer-Fröhlich Bockenauer Vulkangestein Riesling Trocken 2016,6,7,0,0,1,12
Schäfer-Fröhlich Bockenauer Schiefergestein Riesling Trocken 2014,6,8,0,0,1,11.5
Tribut Chablis Premier Cru Côte de Léchet 2016,7,7,0,0,1,13
Fichet Bourgogne Blanc Vieilles Vignes 2011,7,7,0,0,1,12.5
Achel Trappist Bruin,7,7,0,6,6,8
Il Mimo 2018,7,8,0,0,2,13
Il Mimo 2018,8,8,0,0,2,13
Nervi Rosato 2018,7,8,0,0,2,13.5
Tribut Chablis Premier Cru Montmain 2016,8,9,0,0,1,13
Gauda Abadía de San Campio Albariño 2018,6,9,0,0,1,12
Luca Roagna Langhe Rosso 2017,8,9,8,0,0,13
Occhipinti SP 68 Bianco 2018,8,9,0,0,1,12
Alain Brumont Rosé 2015,5,6,0,0,1,13.5
Ch. Roquefort Gueule de Loup,8,8,7,0,0,13
Juvé y Camps Reserva de la Familia Gran Reserva Brut Nature 2014,7,7,0,0,1,12
Gunderloch Nackenheim Rothenberg Riesling GG 2012,7,8,0,0,1,13
Gunderloch Nackenheim Riesling 2014,6,9,0,0,1,13
Philipp Kuhn Steinbuckel Riesling Trocken GG 2017,9,9,0,0,1,13
Philipp Kühn Laumersheim Riesling vom Kalksteinfels Trocken 2017,9,9,0,0,1,12
Due Passi Appassimento,9,7,5,0,0,13.5
"Petit Guiraud Sauternes (2x37,5cl) 2010",9,6,0,0,8,13.5
Marco de Bartoli Bukkuram Sole d'Agosto Passito di Pantelleria,9,8,0,0,9,14
Fontanabianca Barbaresco 2016,8,10,10,0,0,14.5
Burlotto Langhe Nebbiolo 2017,8,9,10,0,0,14.5
Schiefer Weisser Schiefer 2015,8,8,0,0,1,12.5
Nautilus Sauvignon Blanc 2018,8,9,0,0,1,13
Nautilus Pinot Noir 2016,8,7,7,0,0,13.5
Opawa Pinot Noir 2017,7,7,6,0,0,13
Dolin Vermouth de Chambéry Rouge,7,5,0,0,6,16
Dolin Vermouth de Chambéry Blanc,6,6,0,0,8,16
Dolin Vermouth de Chambéry Dry,5,7,0,0,4,17.5
Fenocchio Roero Arneis,7,7,0,0,1,13
Southern Right Sauvignon Blanc 2017,7,7,0,0,1,13.5
Southern Right Pinotage 2018,9,7,7,0,0,13.5
Chivite Finca de Villatuerta Seleccion Especial 2014,9,7,9,0,0,14
Chivite Finca de Villatuerta Chardonnay 2017,9,6,0,0,1,14
Henri Milan Sans Soufre Ajoute 2015,7,8,6,0,0,12.5
Angiolino Maule Masieri 2018,6,5,0,0,1,12
Jean David Côte du Rhone 2015,6,7,5,0,0,13
Camillo Donati Malvasia Rosa Frizzante 2017,6,5,0,0,1,14.5
Castellroig Cava Brut Nature Reserva 2015,6,5,0,0,1,12
BattenfeldSpanier Riesling Trocken 2018,7,9,0,0,1,12
Ch. de Béru Chablis 2017,6,8,0,0,1,12.5
COS Rami 2017,8,7,0,0,1,12
Duplessis Chablis Premier Cru Montmain 2016,8,8,0,0,1,12.5
Santa Lucia Bardolino Superiore 2013,8,7,3,0,0,13
Marrone Pichemej Barolo 2013,11,6,7,0,0,14.5
Marrone Solaris Moscato d´Asti 2017,8,8,0,0,4,5
Marrone Passione Langhe 2015,10,8,5,0,0,14
Villabella Fiordilej Passito 2013,6,7,0,0,9,13
Villabella Amarone della Valpolicella Classico 2011,10,7,7,0,0,15
Villa Cordevigo Rosso 2011,10,8,7,0,0,14.5
Villa Cordevigo Bianco 2015,7,6,0,0,2,13.5
Loirette,4,0,0,3,2,5.5
La Salamandre Blonde,5,0,0,4,2,6.5
Egge Gård Musserende rosé sider,0,0,0,0,0,11
Naked on Roller Skates 2018,9,8,8,0,0,14.5
Wild Rock Cupids Arrow Pinot Noir 2015,8,9,8,0,0,13.5
Wild Rock Elevation Sauvignon Blanc 2018,9,10,0,0,0,13
Craggy Range Te Muna Sauvignon Blanc 2018,9,10,0,0,1,13
Craggy Range Te Muna Pinot Noir 2014,9,9,9,0,0,13.5
Craggy Range Kidnapper Chardonnay 2016,10,9,0,0,1,13
Kiuchi Kurashizuka,0,0,0,0,0,15
Muga Aro 2015,10,9,8,0,0,14.5
Mount Olympus Sauvignon Blanc 2012,5,11,0,0,1,12.5
Maison les Alexandrins Syrah Viogner 2016,8,6,7,0,0,13
La Goya Manzanilla Pasada,6,8,0,0,1,15
Martúe 2009,8,8,8,0,0,14.5
Santa Sofia Valpolicella Classico 2017,7,8,7,0,0,12.5
Hofbräu München Dunkel,4,0,0,4,5,5.5
Ariyanas Naturalmente Dulce 2012,10,8,0,0,10,13
Ariyanas Terruño Pizarroso 2008,11,8,0,0,8,13
Lagunilla Optimus 2014,10,10,10,0,0,14
Gouden Carolus Triple,10,7,0,4,6,9
Quinta do Ameal Branco 2018,6,7,0,0,1,11.5
Fjor´n rosévin,6,5,0,0,2,13
Fjor´n hvitvin,6,7,0,0,2,12
Fjor´n rødvin,8,5,6,0,0,13
Paladin Prosecco Frizzante Tappo Spago 2012,5,6,0,0,4,11
Bols Watermelon,0,0,0,0,0,17
Bols Elderflower,0,0,0,0,0,17
Eric Texier Brézème Roussanne 2017,8,7,0,0,1,12.5
Audoin Marsannay La Charme aux Prêtres 2015,8,8,0,0,1,13
Paula Malbec 2018,8,6,5,0,0,13.5
Paula Chardonnay 2017,7,6,0,0,1,14
Viña Maipo Mi Pueblo Sauvignon Blanc 2018,6,8,0,0,2,11.5
Marc Kreydenweiss Lerchenberg Pinot Gris 2017,8,8,0,0,1,14
Lindeman's Cawarra Shiraz Cabernet 2017,8,7,7,0,0,13.5
Mantlerhof Grüner Veltliner Löss 2017,7,9,0,0,2,13.5
Rioja Alta Gran Reserva 904 2009,9,8,8,0,0,13.5
Calles Mittelheimer Goldberg Riesling Spätlese 2012,9,9,0,0,7,9.5
Loxarel Reserva Brut Nature 2014,7,8,0,0,1,12.5
Don Melchor 2014,10,8,9,0,0,14.5
Kloster Eberbach Hattenheimer Engelmannsberg Riesling Kabinett 2017,6,9,0,0,4,7.5
Mercier Brut,7,9,0,0,2,12
Mercier Brut,7,9,0,0,2,12
Feuillat-Juillot Montagny 1er Cru Les Montcuchots 2011,8,8,0,0,1,13
Marchesi di Gresy Martinenga Barbaresco 2013,9,8,8,0,0,14
Jean Pabiot Cuvée Prestige des Fines Caillottes Pouilly-Fumé 2015,7,9,0,0,1,13
Brocard Sainte Claire Chablis 2018,7,9,0,0,1,12.5
Buxy Montagny 1. Cru 2015,8,9,0,0,1,13.5
Vocoret Chablis 1er Cru Les Montmains 2016,8,6,0,0,1,13
Swartland Pinotage 2018,6,0,5,0,0,14
Fenocchio Barolo Bussia Sottana Riserva 2012,10,9,9,0,0,14
Georges Duboeuf Fleurie 2016,5,11,4,0,0,13
The Crossings Pinot Noir 2016,8,8,7,0,0,13
Zonnebloem Chardonnay 2018,8,8,0,0,1,13.5
Santa Digna Cabernet Sauvignon 2014,8,4,6,0,0,14
Sognefjord - med bitre cidereple,8,6,0,0,3,8
Eric Texier Adéle Côtes du Rhône 2017,7,8,0,0,1,13
Alesmith Speedway Stout 2015,12,4,0,10,0,12
Colosia Amontillado,9,7,0,0,1,18
Colosia Fino,6,7,0,0,1,15
Zanotto Col Fondo 2015,7,8,0,0,1,11
Moss 2014 Umbria Rosso 2012,7,7,6,0,0,14
Francis Ford Coppola Diamond Collection Zinfandel 2016,9,6,8,0,0,13.5
Francis Ford Coppola Rosso 2016,8,6,7,0,0,13.5
Francis Ford Coppola Chardonnay 2016,8,8,0,0,1,13.5
Berthier Pouilly-Fumé 2017,7,8,0,0,1,12.5
Berthier Pouilly-Fumé 2016,7,9,0,0,1,12.5
Berthier Clairneaux Sancerre 2017,5,9,0,0,1,12.5
Berthier Clairneaux Sancerre,5,9,0,0,1,12.5
Roland Lavantureux Petit Chablis 2016,6,9,0,0,1,12.5
Meinklang Grüner Veltliner «Heideboden» 2018,7,8,0,0,1,11
Geiler Riesling Terroirs d´Alluvions 2017,7,8,0,0,2,11.5
Petit Perriere Sauvignon,5,9,0,0,1,12.5
Saes Dão 2016,8,8,7,0,0,13
Collinato Montepulciano d'Abruzzo 2012,8,6,8,0,0,13
Collosorbo Rosso di Montalcino 2014,8,8,8,0,0,14
Darnat Meursault Goutte d´Or 1er Cru 2013,9,7,0,0,1,13
Darnat Meursault Clos Richemont 1er Cru 2017,9,7,0,0,1,13.5
La Soufrandière Pouilly-Vinzelles 2016,8,8,0,0,1,14
Dom. de la Villaudière Sancerre 2018,6,9,0,0,2,13
Jacob's Creek Earth Vine Grape Chardonnay 2017,7,8,0,0,1,13
Zeni Bardolino Chiaretto Classico Vigne Alte 2017,7,8,0,0,2,12.5
Lucien le Moine Arioso Châteauneuf-du-Pape 2013,9,7,6,0,0,14
Saouma Magis Chateauneuf-du-Pape 2014,8,7,0,0,1,14
Lucien Le Moine Châteauneuf-du-Pape Omnia 2014,8,7,6,0,0,14.5
Ch. Saint-Maur Rosé 2016,7,7,0,0,1,12.5
Santero Prosecco Extra Dry,5,8,0,0,3,11.5
Santero Prosecco Extra Dry,7,7,0,0,2,11.5
Altareggia Treviso Prosecco Brut 2015,5,7,0,0,3,11
Altareggia Treviso Prosecco Brut,5,8,0,0,3,11
Bertani Valpolicella Ripasso 2016,8,9,8,0,0,13.5
BrewDog Cocoa Psycho,10,7,0,8,0,10
Speri Valpolicella Classico 2018,7,7,5,0,0,12.5
Gassier 946 Rosé 2017,7,7,0,0,1,14
Lupi Reali Trebbiano d'Abruzzo 2018,7,8,0,0,1,12
La Galope Sauvignon Blanc 2017,6,7,0,0,1,12
Unlitro 2018,8,8,7,0,0,12.5
Gonzalez Byass Solera 1847 Oloroso,10,6,0,0,8,18
Adami Bosca di Gica Valdobbiadene Prosecco Superiore Brut,4,8,0,0,2,11
Coppo L'Avvocata Barbera d'Asti 2017,7,7,6,0,0,14.5
Bouchard Vosne-Romanée 2016,7,6,6,0,0,13.5
Gekkeikan Sake,0,0,0,0,0,14.6
Gaia Vin Santo 2006,11,8,0,0,11,13.5
Pascal Jolivet Pouilly-Fumé 2017,7,8,0,0,1,12.5
Pol Roger Brut Réserve,7,9,0,0,2,12.5
Lenotti Bardolino Classico 2017,6,8,6,0,0,12
Tommasi Rafaèl Valpolicella Classico Superiore 2016,8,8,7,0,0,12.5
Alex Sushi Riesling Trocken 2017,8,8,0,0,2,12.5
Zilliken Saarburger Riesling Feinherb 2016,6,8,0,0,3,10
Serge Laloue Sancerre Le Cul de Beaujeu 2011,8,9,0,0,1,13.5
Brocard Sainte Claire Chablis Vieilles Vignes 2014,6,7,0,0,1,12.5
Spindler Forster Riesling Trocken 2017,6,9,0,0,1,12.5
Eifel-Pfeiffer Graacher Himmelreich Riesling Kabinett halbtrocken 2012,7,9,0,0,5,10.5
Eifel-Pfeiffer Trittenheimer Apotheke Riesling Spätlese 2012,7,8,0,0,7,8
Roland Lavatureux Chablis 2016,7,7,0,0,1,12.5
Rolet Crémant du Jura Brut 2014,5,8,0,0,1,12
St. Cosme Côte-Rôtie 2016,9,9,8,0,0,13.5
Kühn Oestrich Lenchen Riesling Kabinett 2016,7,8,0,0,6,9.5
Pflüger Riesling Trocken 2018,7,9,0,0,2,12.5
Thr3 Monkeys Fruity White 2016,4,8,0,0,5,8.5
Bertani Amarone Della Valpolicella Classico 2009,10,10,9,0,0,15
Egri Merlot 2017,6,7,6,0,0,11.5
Tommasi Amarone della Valpolicella Classico 2013,10,8,9,0,0,15
Tommasi Amarone della Valpolicella Classico 2013,10,6,8,0,0,15
Pierre Deschamps Alsace Riesling 2017,6,10,0,0,1,12
Coto de Imaz Reserva 2014,8,8,8,0,0,13.5
Coto de Imaz Reserva,8,9,8,0,0,13.5
Harviestoun Schiehallion Craft Lager,4,0,0,4,1,4.8
Bérêche Le Cran 2010,7,7,0,0,1,12
Bérêche Reflet d'Antan,6,7,0,0,3,12
Monte dall´Ora Amarone Classico 2010,10,7,8,0,0,15.5
Monte dall´Ora Valpolicella Classico Superiore 2016,7,7,6,0,0,13.5
Breuer Rüdesheim Estate Riesling 2016,7,8,0,0,3,11.5
Ch. Donissan 2012,9,6,6,0,0,12.5
Laroche Chardonnay L 2018,6,8,0,0,1,12
Laroche Chardonnay L 2018,6,7,0,0,1,12
Laroche Chardonnay L 2017,7,7,0,0,1,12
Dunavár Chardonnay 2017,6,8,0,0,2,12.5
Dunavár Chardonnay 2019,6,8,0,0,2,12.5
Lanson Rose Label Brut,8,9,0,0,2,12.5
Lanson Rosé Label Brut Rosé,8,9,0,0,2,12.5
Marqués de Riscal Reserva 2015,8,8,8,0,0,14
Dom. des Ronze Beaujolais Villages 2018,6,8,6,0,0,12
Sheridan's Original Double Irish Liqueur,0,0,0,0,0,15.5
Pfaff Riesling Tradition 2015,5,6,0,0,1,12.5
Dom. Lupier La Dama 2013,8,7,7,0,0,14.5
Dom. Lupier El Terroir 2012,8,7,6,0,0,14.5
K The Beautiful Syrah 2015,9,8,7,0,0,14.5
Paul Cluver Gewurztraminer 2015,6,7,0,0,3,13.4
Hirsch San Andreas Fault Pinot Noir 2016,8,7,7,0,0,12.5
Grevinnen & Hovmesteren Hovmesterens utvalgte Rødvin 2016,8,6,6,0,0,13
Terrazas de Los Andes Torrontes 2015,8,7,0,0,1,14
Terrazas de Los Andes Chardonnay 2017,6,5,0,0,1,13.5
Vidigal Wines Porta 6,8,7,7,0,0,13.5
M. Chapoutier La Sizeranne 2014,8,8,7,0,0,13.5
Santa Rita Cabernet Sauvignon Reserva 2018,8,7,8,0,0,13.5
Vicari Verdicchio del Pozzo Buono,7,9,0,0,1,13.5
C. Riffault Sancerre Denisottes 2017,10,10,0,0,1,13
Mionetto Prosecco Frizzante,4,7,0,0,3,11
Canepa Classico Cabernet Sauvignon 2018,6,7,6,0,0,11.5
Canepa Classico Cabernet Sauvignon 2018,6,7,6,0,0,11.5
Jaboulet Crozes Hermitage Les Jalets 2016,7,3,7,0,0,12.5
Meffre Châteauneuf du Pape St-Théodoric 2015,9,4,7,0,0,14.5
BFM La Salamandre,3,0,0,2,4,5.5
Blossom Hill,5,6,4,0,0,12.5
Laroche Chablis 2018,7,9,0,0,1,12
Laroche Chablis,6,9,0,0,1,12
Marqués de Valparaíso Crianza 2014,9,7,5,0,0,14.5
Josef Dockner Rosengarten Riesling 2016,8,8,0,0,1,13
Josef Dockner Oberfeld Grüner Veltliner 2016,8,8,0,0,1,13
Señorita,4,6,0,0,5,10.5
Marqués de Valparaíso Roble 2016,7,5,5,0,0,14.5
Chassagne Montrachet Les Chenevottes 1 cru 2011,5,8,0,0,1,13.5
Freixenet Mia Moscato 2012,6,7,0,0,6,7
Ackerman Cabernet d'Anjou 2018,5,7,0,0,4,11.5
La Frontera Cream,8,7,0,0,8,18
Herregårdsgløgg,0,0,0,0,0,12.5
Cassandra,0,0,0,0,0,12
Faiveley Mercurey 1er Cru Clos du Roy 2016,8,4,5,0,0,13.5
Moët et Chandon Grand Vintage 2012,8,9,0,0,2,12.5
Faiveley Macon Villages 2017,6,9,0,0,1,13
Faiveley Bourgogne Pinot Noir 2016,8,8,8,0,0,12.5
Vina Alarde Gran Reserva 2011,8,8,8,0,0,13.5
Pillot Chassagne-Montrachet 1er Cru Les Vergers 2016,9,9,0,0,1,13.5
Country Lane,0,0,0,0,0,17
"Delapierre, Brut",5,7,0,0,3,11.5
Bollinger la Grande Année Brut 2008,9,9,0,0,2,12
Baigorri Blanco Fermentado en Barrica 2012,8,6,0,0,2,12
Luigi Oddero Barolo Vigna Rionda 2007,8,8,9,0,0,14
Gauby Vieilles Vignes Rouge 2011,6,6,7,0,0,13
Luigi Oddero Barbera d'Alba 2016,7,9,6,0,0,15
Gran Feudo Reserva 2012,8,8,7,0,0,13
Gran Feudo Reserva 2012,8,8,8,0,0,13
Palmer Brut Réserve,7,9,0,0,2,12
Lucente 2016,8,7,7,0,0,14
Luce della Vite 2016,9,7,8,0,0,15
Moselland Riesling Kabinett 2017,4,8,0,0,4,7.5
Moselland Riesling Kabinett 2016,4,8,0,0,4,7.5
Moselland Riesling Kabinett 2018,5,8,0,0,5,7.5
Shobbrook Tommy Ruff 2014,9,6,8,0,0,13.5
Makedonikos Topikos Oinos 2013,6,7,0,0,3,11.5
Aupilhac Montpeyroux 2013,8,6,6,0,0,14
Gulfi Neroibleo 2009,8,5,5,0,0,14
Isole e Olena Cepparello 2015,7,6,6,0,0,14
Isole e Olena Chianti Classico 2016,8,6,6,0,0,13
Pilastri Rosso Piceno 2017,7,6,6,0,0,13
Le Piane Mimmo 2015,6,7,7,0,0,12.5
Patrice Rion Bourgogne Rouge 2014,6,6,6,0,0,12.5
Quinta de la Rosa douRosa 2016,6,7,6,0,0,13.5
Lété-Vautrain Champagne Traditionnel Brut,5,7,0,0,2,12.5
Jean Claude Dagueneau Pouilly Fumé 2015,4,7,0,0,1,12.5
Farina Valpolicella Classico Superiore Ripasso 2017,7,7,7,0,0,13.5
Epicuro Zinfandel 2017,8,7,8,0,0,14
Rabl Blauer Zweigelt 2016,8,8,5,0,0,13.5
JP Privat Selection 2013,7,3,7,0,0,14
Marqués de Cáceres Ecológico 2017,5,9,6,0,0,14
Borgogno No Name 2014,9,9,9,0,0,14
Borgogno No Name 2014,9,9,10,0,0,14
Marqués de Vitoria Crianza 2016,8,6,8,0,0,13.5
Viberti Giovanni Barolo Bricco delle Viole Riserva 2011,9,9,9,0,0,14.5
La Chatellenie Sancerre 2017,6,8,0,0,1,13
Luigi Oddero Barbaresco 2015,9,9,9,0,0,14
Weingut Thörle Riesling 2016,4,9,0,0,2,12
Ruffino Ducale Chianti Classico Riserva 2014,8,7,7,0,0,13.5
Turckheim Pinot Gris Réserve 2017,8,7,0,0,3,13
Faustino V Blanco 2018,4,6,0,0,1,12.5
Clos du Caillou Chateauneuf-du-Pape 2014,9,8,8,0,0,14.5
Le Caillou Côtes-du-Rhone 2017,7,7,6,0,0,14.5
Clos du Caillou Nature Côtes-du-Rhône 2014,7,8,6,0,0,13
Strawberry lips,0,0,0,0,0,15.5
Principiano Piemonte Barbera 2017,7,8,7,0,0,12
Mazzei Ser Lapo Chianti Classico Riserva 2014,7,7,6,0,0,13
Principiano Barolo Boscareto 2012,9,8,8,0,0,13.5
Guigal Côtes du Rhône 2015,9,8,8,0,0,14
"Billecart-Salmon Réserve, Brut",7,9,0,0,2,12
"Billecart-Salmon Réserve, Brut",7,9,0,0,2,12
Caves Hautes Côtes Crémant de Bourgogne Brut 2013,7,8,0,0,1,12.5
Ch. Campuget Invitation 2016,7,0,7,0,0,13
Terre di Prenzano Chianti Classico 2016,6,10,6,0,0,14
Avignonesi Vino Nobile di Montepulciano 2015,9,7,8,0,0,14
Riserva di Monna Lisa Gran Selezione 2013,10,8,6,0,0,14
Vega Sicilia Unico Reserva Especial,10,7,6,0,0,14.5
Villa di Vetrice Chianti Rufina Riserva 2015,6,0,5,0,0,13
Pillot Pommard Tavannes 2016,9,8,6,0,0,13.5
Baigorri Reserva 2009,9,8,7,0,0,14.5
Stephane Ogier La Rosine Syrah 2016,7,8,7,0,0,13
Tilquin Oude Quetsche,8,6,0,6,2,6.4
