product_name,taste_body,taste_freshness,taste_tanins,taste_bitternes,taste_sweetnes,alchohol
La Chablisienne Chablis Cuvée La Sereine 2015,9,9,0,0,1,12.5
Ch. de Campuget Rosé 2014,7,7,0,0,0,13
Vigna di Fontalle Chianti Classico Riserva 2013,9,7,7,0,0,14.5
El Ilusionista 2018,6,8,6,0,0,14
Bod. Trapiche Costa & Pampa Pinot Noir 2015,8,9,7,0,0,13.5
La Gitana Manzanilla,4,8,0,0,1,15
Cloudy Bay Sauvignon Blanc 2018,8,9,0,0,1,13.5
Cinzano Extra Dry,0,0,0,0,0,14.8
Chateldon Cabernet Sauvignon Reserva 2013,7,6,7,0,0,13.5
Chateldon Cabernet Sauvignon Reserva 2011,7,0,7,0,0,13
Mas Amiel 2015,8,7,0,0,7,16.5
Mas Amiel 2014,9,7,0,0,8,16.5
Dom. de la Villaudière Sancerre 2018,7,9,0,0,1,13
Ch. Cantenac Brown 2012,8,8,8,0,0,13.5
Mastroberardino Radici Taurasi Riserva 2012,8,8,6,0,0,14
Miss Schmitt Riesling Trocken,6,10,0,0,2,11
Muga Reserva 2015,9,8,8,0,0,14
Muga Reserva 2015,8,8,7,0,0,14
La Chablisienne Chablis Cuvée La Sereine 2015,9,9,0,0,1,12.5
Dom. du Closel Jalousie Savennière 2016,8,9,0,0,1,13.5
Beringer Zinfandel Rosé 2017,5,8,0,0,5,10.5
Sunrise Cabernet Sauvignon 2018,6,7,6,0,0,11.5
Sunrise Cabernet Sauvignon 2017,7,7,7,0,0,11.5
Veuve Clicquot Vintage Reserve Brut 2008,8,4,0,0,2,12
Veuve Clicquot Rosé Réserve 2008,7,6,0,0,2,12
Georg Breuer Nonnenberg Riesling 2017,5,6,0,0,3,12
Breuer Berg Schlossberg Riesling 2016,6,9,0,0,2,11.5
Lenotti Amarone della Valpolicella Classico 2013,7,6,6,0,0,15.5
Banfi Brunello di Montalcino 2013,8,9,5,0,0,13.5
Banfi Brunello di Montalcino 2013,5,8,9,0,0,13.5
Cesari Soave Classico Superiore 2016,4,4,0,0,2,12.5
La Chablisienne Chablis 1er Cru Mont de Milieu 2015,10,9,0,0,1,13
Delane Crémant de Bourgogne Blanc de Noirs,7,9,0,0,2,12
Ch. La Tour Figeac 2014,9,9,6,0,0,13
Pirouette Fendant du Valais 2016,5,6,0,0,3,11.5
Vajra Langhe Rosso 2017,8,9,8,0,0,12.5
Guigal Condrieu 2017,4,4,0,0,2,14
Meteor Pils,4,5,0,3,0,5
Castello di Ama Chianti Classico Gran Selezione San Lorenzo 2011,9,8,8,0,0,13.5
Marsuret San Boldo Valdobbiadene Prosecco Superiore Brut,6,9,0,0,3,11
Il Grigio da San Felice Chianti Classico Riserva 2014,8,7,7,0,0,13
Quinta da Espiga 2016,6,7,6,0,0,13
Santiago Ruiz 2014,5,10,0,0,1,12.5
Dom. Tariquet Premières Grives 2017,8,7,0,0,7,11.5
Ch. de Ségriès 2016,9,8,8,0,0,14.5
Dom. d'Andézon 2018,9,8,8,0,0,14
Moncaro Geos Verdicchio dei Castelli di Jesi Classico 2017,5,7,0,0,1,13
St. Pierre Mâcon-Lugny 1er Cru 2017,6,7,0,0,2,12.5
Cloudy Bay Chardonnay 2017,9,9,0,0,1,13.5
Royal Tokaji Aszu Blue Label 5 Puttonyos 2013,10,6,0,0,10,11
Viviani Valpolicella 2017,6,10,5,0,0,13
Viviani Recioto della Valpolicella 2010,9,0,7,0,0,12.5
Viviani Amarone della Valpolicella 2012,9,0,7,0,0,15.5
Prado Enea Gran Reserva 2011,10,9,8,0,0,14
Torre Muga Reserva 2015,10,8,7,0,0,14.5
Wyndham Bin 444 Cabernet Sauvignon 2015,8,0,5,0,0,14.3
Centine 2016,7,8,6,0,0,13.5
J. Moreau & Fils Saint Bris Sauvignon 2017,6,9,0,0,1,12
Bouchard Beaune 1. Cru Marconnets 2013,7,6,5,0,0,13.5
Bouchard Chassagne-Montrachet 2016,8,9,0,0,2,13
Bouchard Chassagne-Montrachet 2015,10,8,0,0,2,13
Bouchard Chassagne-Montrachet 2015,10,8,0,0,2,13
Lan Crianza 2015,8,6,7,0,0,13.5
Villa Pattono 2013,8,9,6,0,0,14
Gran Lurton Cabernet Sauvignon Reserva 2018,8,8,8,0,0,15
Ostertag Pinot Gris Barriques 2016,6,6,0,0,1,13.5
Louis Jadot Bourgogne Couvent des Jacobins Rouge 2016,7,5,6,0,0,12.5
Bourgogne Couvent des Jacobins 2015,7,6,6,0,0,12.5
Marqués de Cáceres Gran Reserva 2008,8,7,7,0,0,14
Marqués de Cáceres Gran Reserva 2010,8,7,7,0,0,14
Peter Lehmann Barossa Shiraz 2014,8,7,7,0,0,14.5
Paul Cluver Pinot Noir 2016,8,7,7,0,0,13.5
Tribut Chablis 2015,8,10,0,0,1,12.5
Tribut Chablis 1. Cru Beauroy 2015,7,7,0,0,1,13
Tralivio Verdicchio dei Castelli di Jesi Classico Superiore 2017,7,8,0,0,1,13.5
Hochar Père et Fils 2016,8,8,8,0,0,13.5
Quintarelli Valpolicella Classico Superiore 2011,10,8,7,0,0,15
Quintarelli Valpolicella Classico Superiore 2008,10,8,7,0,0,15
G. Mascarello Barolo Monprivato 2013,9,8,9,0,0,13.5
Vega Sicilia Unico 2008,10,7,7,0,0,14
Lan Gran Reserva 2010,8,4,8,0,0,13.5
Bouchard Côte de Beaune-Villages 2015,7,4,6,0,0,13
Bouchard Meursault 2016,8,7,0,0,2,13
Prod. del Barbaresco 2015,9,9,10,0,0,14.5
Tariquet Classic 2018,5,9,0,0,2,10.5
Yalumba Oxford Landing Cabernet Sauvignon Shiraz 2016,8,7,7,0,0,13.5
Robert Vic Le Parc 2017,7,8,7,0,0,12.5
Portada 2017,6,7,6,0,0,12.5
Pieropan Soave Classico 2018,7,8,0,0,1,12
Freixenet Carta Nevada Semi Seco,5,7,0,0,5,11.5
Freixenet Carta Nevada Semi Seco,5,7,0,0,5,11.5
Medinet 2015,6,4,4,0,0,12
Ravenswood Lodi Zinfandel 2016,10,9,9,0,0,14.5
Guigal Gigondas 2015,9,8,9,0,0,14.5
Guigal Châteauneuf-du-Pape 2015,8,0,7,0,0,14.5
Ostertag Les Jardins Riesling 2017,8,9,0,0,2,13
Merlin Mâcon La Roche Vineuse Vieilles Vignes 2016,4,4,0,0,1,14
Les Champs Perdrix Bourgogne Hautes-Côtes-de Beaune 2013,8,9,0,0,1,12.5
Cascina Castelet Passum Barbera d'Asti Superiore 2016,10,0,7,0,0,15.5
Cascina Castlet Passum Barbera d'Asti Superiore 2016,9,7,5,0,0,15
Villa Maria Private Bin Sauvignon Blanc 2018,7,8,0,0,1,13.5
Cant. Terlano Sauvignon Winkl 2016,7,7,0,0,1,13.5
Cant. Terlano Pinot Bianco Rarita 2005,8,6,0,0,1,14
Coreto 2017,6,7,6,0,0,11.5
"Jacob's Creek Sparkling Chardonnay Pinot Noir, Brut",6,8,0,0,2,11.5
Jacob's Creek Sparkling Chardonnay Pinot Noir Brut,7,8,0,0,3,11.5
Segada Red 2017,8,6,4,0,0,13
Alain Brumont Chateau Bouscassé 2014,9,8,6,0,0,13.5
Poggio all'Oro Brunello di Montalcino 2010,10,8,9,0,0,14.5
Bergerie de l'Hortus 2016,8,7,8,0,0,13
Gosset Grande Réserve Brut,8,9,0,0,2,12
Defaix Chablis 1. Cru Les Lys 2004,7,8,0,0,1,13
Mas Amiel 15 Ans d'Age,7,4,0,0,8,16
Gato Negro Merlot 2018,6,6,5,0,0,13
Negro Barbera d'Alba Nicolon 2016,8,9,7,0,0,15
Carrascal 2015,9,8,8,0,0,14.3
Carrascal 2013,8,8,8,0,0,13.8
Dom. de la Janasse 2018,8,8,8,0,0,13.5
Bols Crème de Cassis,0,0,0,0,0,17
Bols Melon,0,0,0,0,0,17
Bols Peach,0,0,0,0,0,17
Chimay Trappist White,9,8,0,9,0,8
Chimay Trappist Blue,8,7,0,7,0,9
Clos de l'Hermitage 2014,8,0,7,0,0,14.5
Destinéa Sauvignon Blanc 2017,5,7,0,0,1,12
Marques de Casa Concha Cabernet Sauvignon 2016,8,6,7,0,0,13.5
Banfi Summus 2015,9,8,7,0,0,14.5
Nicolas Feuillatte Blanc de Blancs 2008,7,8,0,0,2,12
Franziskaner Hefe-Weissbier Naturtrüb,5,7,0,4,0,5
Pelissero Barbera d'Alba Piani 2016,8,0,7,0,0,13.5
Campuget Cuvée Jean-Lin Dalle,6,0,6,0,0,12.5
Saracco Moscato d'Asti 2018,5,8,0,0,8,5
Montecillo Gran Reserva Especial 1981,8,8,5,0,0,12.5
Jean-Luc Colombo Les Abeilles Côtes du Rhône 2017,7,5,7,0,0,14
Tsantalis Rapsani Reserve 2014,8,3,6,0,0,13
Nicolas Feuillatte Demi Sec,8,6,0,0,5,12
Puligny-Montrachet Les Charmes 2016,4,4,0,0,1,13
Soler-Jov Cava Brut Reserva,5,8,0,0,2,11.5
Soler-Jové Cava Brut Reserva,5,8,0,0,2,11.5
Soler-Jové Cava Brut Reserva,5,8,0,0,2,11.5
Fontodi Chianti Classico 2016,9,9,8,0,0,14.5
Fontodi Chianti Classico 2016,9,9,9,0,0,14.5
Fontodi Chianti Classico 2015,9,9,9,0,0,14.5
Pio Cesare Barbaresco 2013,8,8,6,0,0,14
Coppola Diamond Collection Claret 2016,9,5,8,0,0,13.5
Francis Ford Coppola Diamond Collection Chardonnay 2017,8,7,0,0,1,13.5
Louis Jadot Saint-Aubin 2015,8,9,0,0,2,13
Pèppoli Chianti Classico 2017,8,5,7,0,0,13
Torre Oria Gran Reserva 2013,7,8,7,0,0,13
Cervaro della Sala 2016,9,8,0,0,1,12.5
Farnese Montepulciano d'Abruzzo 2017,7,8,7,0,0,13
Monte Antico 2014,7,7,7,0,0,12.5
Ravenswood Napa Valley Zinfandel 2014,10,7,8,0,0,15
Hamilton Russel Pinot Noir 2018,7,0,5,0,0,13.5
Dom. des Malandes Chablis 2018,7,8,0,0,1,12.5
Dom. des Malandes Chablis 1. Cru Vau de Vey 2018,8,8,0,0,1,13
Hamilton Russell Chardonnay 2018,7,7,0,0,1,13
Guigal Côtes du Rhône 2015,9,8,8,0,0,13.5
Isole e Olena Chianti Classico 2015,8,0,8,0,0,13.5
Louis Moreau Chablis 2018,7,9,0,0,1,12.5
Louis Moreau Chablis 2018,7,9,0,0,1,12.5
Louis Moreau Chablis 2017,7,10,0,0,1,12.5
Louis Moreau Petit Chablis 2018,6,7,0,0,1,12
Louis Moreau Chablis 1er Cru Fourneaux 2017,8,7,0,0,1,12.5
Rosemount Gewürztraminer Riesling 2018,5,8,0,0,4,10
Prunotto Barolo 2014,9,5,8,0,0,13.5
Prunotto Barbaresco 2015,8,5,8,0,0,13.5
Prunotto Barbera d'Alba 2017,7,8,6,0,0,14
Tommasi Recioto Fiorato 2015,8,5,7,0,0,13
Gran Feudo Rosado 2017,7,7,0,0,2,13.5
Mount Riley Sauvignon Blanc 2014,5,8,0,0,1,12.5
Ca'Rugate Recioto di Soave La Perlara 2015,8,5,0,0,9,13.5
Poliziano Vino Nobile di Montepulciano Asinone 2016,9,6,8,0,0,14.5
Poliziano Vino Nobile di Montepulciano 2015,9,5,7,0,0,14.5
Poliziano Rosso di Montepulciano 2017,8,8,8,0,0,13.5
Poliziano Rosso di Montepulciano 2017,8,6,8,0,0,13.5
Bellavista Franciacorta Alma Cuvée Brut,7,8,0,0,1,12.5
Feudi di San Gregorio Falanghina Sannio 2017,5,6,0,0,2,13.5
Feudi di San Gregorio Fiano di Avellino 2015,8,6,0,0,2,13.5
Feudi di San Gregorio Greco di Tufo 2018,8,8,0,0,2,12.5
Feudi di San Gregorio Taurasi 2011,8,8,8,0,0,14.5
Rubrato Aglianico 2014,8,9,8,0,0,13.5
Rosaura 2018,7,9,0,0,2,12.5
Rosaura 2017,6,7,0,0,1,12.5
Monte Fiorentine Soave Classico 2016,8,9,0,0,1,12.5
Ca'Rugate Soave Classico San Michele 2018,6,7,0,0,2,12
Ca'Rugate Soave Classico San Michele 2018,6,7,0,0,2,12
Accordini Valpolicella Classico 2017,7,8,6,0,0,12.5
Valpolicella Classico Superiore Acinatico Ripasso 2017,9,8,8,0,0,14
Valpolicella Classico Superiore Acinatico Ripasso 2016,8,7,7,0,0,14
Pelissero Barbera d'Alba Piani 2015,7,0,5,0,0,14.5
Malvirà S. Guglielmo Langhe 2014,9,9,8,0,0,14
Blain-Gagnard Chassagne Montrachet 2015,8,7,0,0,1,13.3
Ostertag Pinot Gris Fronholz 2017,4,7,0,0,1,14
Billecart-Salmon Brut Rosé,5,5,0,0,2,12
Billecart-Salmon Grand Cru Blanc de Blancs Brut,7,9,0,0,2,12
Malvira Roero Arneis Trinita 2017,2,4,0,0,1,14
Matrot Meursault 2017,9,8,0,0,1,13
Conterno-Fantino Bricco Bastia Dolcetto d'Alba 2016,7,7,4,0,0,13.5
Selvapiana Chianti Rufina 2016,8,8,8,0,0,14
Yvon Mau Colombard Chardonnay 2017,5,8,0,0,2,11
Barco Reale di Carmignano 2015,7,4,6,0,0,13.5
Henri Bourgeois Petit Bourgeois Sauvignon 2018,7,9,0,0,1,12.5
Henri Bourgeois Petit Bourgeois Sauvignon 2018,6,9,0,0,1,12.5
Niepoort Redoma 2016,11,0,9,0,0,12
Dom. Long-Depaquit Chablis 2017,8,8,0,0,1,13
Terre Nere Etna Rosso Calderara Sottana 2016,7,8,9,0,0,14
Terre Nere Etna Rosso Feudo de Mezzo 2016,7,8,9,0,0,14
Masi Brolo di Campofiorin 2015,9,8,9,0,0,14
Trénel Cuvée Rochebonne 2017,6,8,7,0,0,13.5
Castello di Farnetella Chianti Colli Senesi 2016,7,8,7,0,0,13
Palmer Brut Réserve,7,9,0,0,2,12
Amazone de Palmer Brut,8,8,0,0,2,12
Marqués de Chivé Tempranillo Crianza 2018,6,7,6,0,0,12
Dom de Vauroux Chablis 2017,7,8,0,0,1,12.5
Riscal 1860 Tempranillo 2017,7,7,7,0,0,13.5
Riscal 1860 Tempranillo 2017,6,6,6,0,0,13.5
Bols Strawberry,0,0,0,0,0,17
Ch. Lafitte-Tramier 2008,7,8,7,0,0,13.5
J.P. Chenet Cabernet Syrah 2018,6,7,7,0,0,12
Gran Claustro 2006,8,0,8,0,0,15
Castillo Perelada Festival Brut Reserva,6,9,0,0,2,11.5
Geil Bechtheimer Geyersberg Beerenauslese Rieslaner 2018,7,9,0,0,10,7.5
Nikolaihof vom Stein Riesling Smaragd 2014,9,11,0,0,1,12.5
Ramón Bilbao Crianza 2015,7,8,4,0,0,14
Bache-Gabrielsen Pineau des Charentes Very Old,8,8,0,0,7,17
Vigneti di Torbe Valpolicella Classico Superiore Ripasso 2017,8,7,8,0,0,13.5
Marques de Riscal Rueda Superior 2018,7,8,0,0,1,13.5
Marqués de Vargas Reserva,9,6,7,0,0,14
Loredan Gasparini Capo di Stato 2012,9,9,5,0,0,14
Jean León Merlot 2014,8,7,5,0,0,14.5
Marques de Riscal Gran Reserva 2011,7,7,7,0,0,14
Cono Sur 20 Barrels Cabernet Sauvignon 2015,8,8,6,0,0,13.5
Bons-Ventos,6,7,7,0,0,12.5
Vigneti di Moron Recioto della Valpolicella 2014,9,0,0,0,0,14
Königsmosel 2018,6,7,0,0,5,8.5
Villa Borghetti Bardolino Classico 2018,4,8,3,0,0,12
J.P. Chenet Colombard Chardonnay 2017,4,6,0,0,1,11.5
J.P. Chenet Colombard Chardonnay 2017,4,7,0,0,1,11
La Braccesca Vino Nobile di Montepulciano 2016,8,7,6,0,0,13.5
Bussola Valpolicella Classico Superiore 2014,9,11,8,0,0,13
Arrow Ruby Cabernet,6,7,5,0,0,12
El Coto Rosé 2018,6,7,0,0,0,13.5
Grand Régnard Chablis 2017,7,8,0,0,1,12.5
La Casetta Ripasso Valpolcella Classico Superiore 2016,10,0,9,0,0,14
Coto de Imaz Gran Reserva 2012,8,8,8,0,0,13.5
Les Launes Crozes Hermitage 2017,8,7,7,0,0,13.5
Baron de Ley Gran Reserva 2012,9,8,8,0,0,13.5
Barefoot Zinfandel,8,7,5,0,0,13.5
Ruinart Blanc de Blancs Brut,7,9,0,0,2,12.5
Ruinart Blanc de Blancs Brut,5,7,0,0,2,12.5
Feudo Monaci Primitivo 2016,7,7,7,0,0,13.5
Dr. L Riesling Trocken 2018,7,9,0,0,1,12
Legras Blanc de Blancs Brut,6,9,0,0,2,12
Legras St. Vincent 2008,6,10,0,0,2,12
Black Tower Classic Riesling 2018,4,8,0,0,3,12.5
Terre Nere Etna Bianco 2017,8,8,0,0,2,13
Felsina Maestro Raro 2012,8,6,8,0,0,14
Edge Brewing Hoptimista IPA,8,4,0,8,0,6.6
Metis Sauvignon Blanc 2014,4,8,0,0,1,13.5
Duval-Leroy Prestige Premier Cru Brut Rosé,4,6,0,0,2,12
Duval-Leroy Prestige Premier Cru Brut Rosé,4,6,0,0,2,12
Ch. Montifaud Vieux Pineau des Charentes Rouge,8,5,0,0,9,17
Tres 14 Imperfecto 2011,10,10,10,0,0,15
Tsarine Premium Brut,8,6,0,0,3,12
Hardys Nottage Hill Pinot Noir 2014,7,8,4,0,0,13
Geil Sabrura Riesling 2017,7,9,0,0,3,11.5
Dom. du Séminaire Côtes du Rhône Villages Valréas Prestige 2016,9,9,9,0,0,14
Mullineux Granite Chenin 2016,8,8,0,0,1,13.5
Staropramen,6,7,0,6,0,5
La Trappe Blond,8,8,0,7,0,6.5
La Trappe Dubbel Trappistenbier,8,7,0,6,0,7
Aveleda Alvarinho 2017,7,6,0,0,1,12
Cave de Tain Crozes Hermitage,9,7,7,0,0,12.5
Les Griffons de Pichon Baron 2012,8,8,7,0,0,13
Acquesi Piemonte Cortese,6,9,0,0,4,11
Viñas Viejas de Cebreros Pegaso Granito 2010,7,8,6,0,0,14.5
San Miguel Especial,6,7,0,7,0,5.4
Hoegaarden Wit,6,7,0,3,0,4.9
Leffe Brune,7,6,0,4,0,6.5
Duval-Leroy Brut,6,9,0,0,2,12
Cape Rock White 2016,9,9,0,0,1,11.5
Jean Geiler Wineck-Schlossberg Grand Cru Riesling 2015,6,10,0,0,2,13.5
Paulaner Hefe-Weissbier,5,6,0,4,0,5.5
Ochota Barrels Texture like Sun 2017,7,11,7,0,0,12.8
Ochota Barrels The price of silence 2016,4,11,4,0,0,11.8
Piccini Rosso di Montalcino 2014,9,10,9,0,0,13.5
Ballast Point Sculpin IPA,8,7,0,10,0,7
Ch. La Nerthe Côtes-du-Rhône Villages 2016,8,7,8,0,0,14
Deutz Brut 2012,7,8,0,0,2,12
Moulin Touchais Coteaux du Layon 1997,8,8,0,0,7,13.5
Moulin Touchais Coteaux du Layon 2005,8,9,0,0,7,13.5
Santa Ana Reserve Malbec 2014,8,9,6,0,0,14
Mullineux Iron Syrah 2013,10,9,7,0,0,13.5
Mullineux Schist Syrah 2016,10,10,7,0,0,13.5
Bonneau du Martray Corton-Charlemagne Grand Cru 2015,9,10,0,0,1,13.5
Le Rive Cuvée Extra Dry 2017,6,9,0,0,2,11
Hammeken Oráculo 2010,10,4,7,0,0,14.5
Leffe Blond,7,8,0,7,0,6.6
Alexandre Bonnet Trésor Caché Brut 2004,8,6,0,0,3,12
Zuccardi Concreto Malbec 2015,9,6,6,0,0,14.5
Cast. di Bossi Chianti Classico 2013,8,8,8,0,0,14
Cast. di Bossi Berardo Chianti Classico Riserva 2011,8,8,8,0,0,14.5
Renieri Brunello di Montalcino 2011,10,5,9,0,0,14.5
d'Arenberg The Noble Wrinkled 2016,8,6,0,0,9,10.4
Tyler Santa Barbara County Chardonnay 2016,8,9,0,0,1,13
Del Ducato Krampus Riserva Strepponi 2015,10,9,0,6,0,9
Del Ducato Krampus,10,5,0,4,0,9
Castello di Ama Chianti Classico 2013,8,7,7,0,0,12.5
Murviedro Colección Bobal Reserva 2011,10,3,8,0,0,13.5
Hardanger Sider Trolltunga 2016,0,0,0,0,0,8
Marqués de Nombrevilla Garnacha 2017,8,7,7,0,0,13.5
Fresita,5,8,0,0,5,8
Fresita,0,0,0,0,0,8
Odfjell Armador Carmenere 2017,8,6,5,0,0,13.5
Beaulieu Vineyard Napa Valley Cabernet Sauvignon,8,7,7,0,0,15
Castillo Perelada Cava Gran Claustro Brut Nature Reserva 2013,7,7,0,0,2,11.5
Castillo Perelada 5 Fincas Reserva 2015,7,6,6,0,0,14
Odfjell Orzada Carignan 2018,9,6,8,0,0,15
Innocenti Chianti Colli Senesi 2012,7,6,6,0,0,13.5
Innocenti Rosso di Montepulciano 2015,7,6,6,0,0,14
Hirsch Grüner Veltliner Heiligenstein 2017,7,8,0,0,1,12
Zaccagnini San Clemente Montepulciano d´Abruzzo Terre di Casauria Riserva 2013,10,9,8,0,0,14.5
Ratti Barbera d'Alba 2017,8,8,8,0,0,14
Ratti Barolo Marcenasco Conca 2014,11,10,10,0,0,14.5
Zöbing Riesling 2017,8,9,0,0,1,12
Dom. de Pierredon 2015,8,0,7,0,0,14
Willi Schaefer Graacher Domprobst Riesling Auslese 2009,9,8,0,0,7,7.5
Odfjell Armador Cabernet Sauvignon 2017,8,8,7,0,0,13.5
Olivier Leflaive Bourgogne Rouge Cuvée Margot 2014,7,7,5,0,0,12.5
J.P. Chenet Réserve Merlot-Cabernet 2016,8,7,4,0,0,13.5
Ch. Verdignan 2009,9,8,9,0,0,13.5
Dr. L Graacher Himmelreich Riesling Kabinett 2017,5,8,0,0,5,7.5
Odfjell Aliara 2013,10,6,7,0,0,14.5
Caiano Chianti Classico Riserva 2004,8,0,7,0,0,14
Crémant de Loire Langlois,6,7,0,0,2,12.5
Comte Lafond Sancerre 2018,7,9,0,0,1,12.5
Régnard Chablis 2017,8,8,0,0,1,12.5
Régnard Chablis 1. Cru Vaillons 2014,8,8,0,0,1,13
Hugel Estate Riesling 2014,7,8,0,0,1,12.5
Hugel Classic Pinot Gris 2016,8,8,0,0,1,13
Gentil Hugel 2017,7,8,0,0,2,12.5
Le Chiuse Brunello di Montalcino 2014,9,9,9,0,0,14
Corte San Benedetto Amarone della Valpolicella Classico 2011,10,8,9,0,0,16
Baron de Ley Reserva 2014,8,8,7,0,0,13.5
Baron de Ley Reserva,7,9,8,0,0,13.5
El Coto Blanco 2018,6,8,0,0,1,12
El Coto Crianza 2015,8,8,8,0,0,13.5
De Bortoli Estate Grown Yarra Valley Shiraz 2013,10,10,10,0,0,13.5
De Bortoli Family Selection Shiraz 2013,8,9,9,0,0,13.5
Laurent-Perrier Brut,6,9,0,0,2,12
Dom. Vocoret Chablis 2017,7,7,0,0,1,12.5
Gran Feudo Chardonnay 2017,8,6,0,0,1,13
Chivite Coleccion 125 Reserva 2012,9,5,6,0,0,13
Domìni Veneti Valpolicella Classico Superiore 2016,6,9,6,0,0,13.5
Viña Tondonia Reserva 2005,8,9,7,0,0,13
Bolla Soave Classico 2017,6,8,0,0,1,12.5
Bolla Valpolicella Classico 2017,6,6,5,0,0,12.5
Marchese Antinori Chianti Classico Riserva 2015,9,8,9,0,0,14
Jacques Lassaigne Les Vignes de Montgueux Blanc de Blancs Extra Brut,2,7,0,0,1,12
Ch. Coufran 2010,8,8,8,0,0,13.5
Fèlsina Berardenga Chianti Classico 2017,8,8,8,0,0,13
Tommasi Amarone Monte Masua Valpolicella Classico Il Sestante 2013,10,9,8,0,0,15
"Ruinart Rosé, Brut",6,7,0,0,2,12.5
"Ruinart Rosé, Brut",6,7,0,0,2,12.5
Zenato Amarone della Valpolicella Classico 2015,10,7,6,0,0,16.5
Zenato Valpolicella Superiore Ripassa 2015,9,9,8,0,0,14
Zenato Valpolicella Superiore Ripassa 2015,8,7,7,0,0,14
Zenato Valpolicella Classico Superiore 2016,8,7,8,0,0,13.5
Matsu El Viejo Tinta de Toro 2016,10,6,9,0,0,15
Hardanger Dronningsider 2017,7,7,0,0,3,8
Henri Bourgeois Sancerre La Bourgeoise 2015,9,4,0,0,1,13.5
Primoris Narvik Veneto Tai-Pinot Grigio 2015,8,10,0,0,1,12
Primoris Narvik Breganze Superiore Merlot 2017,10,4,8,0,0,13
Dr. L Riesling Kabinett 2018,5,8,0,0,4,8
Palmer Blanc de Blancs Brut,7,10,0,0,2,12
Kutch Falstaff Pinot Noir 2016,8,10,9,0,0,12
Raddeck Edition 2Hügel Roter Hang Riesling trocken 2017,6,7,0,0,3,12.5
Raddeck Spätburgunder 2015,6,3,6,0,0,13
Raddeck Edition S Heiligenbaum Riesling trocken 2015,5,9,0,0,2,12.5
Raddeck Riesling trocken 2016,5,7,0,0,3,12.5
"Bollinger Spécial Cuvée, Brut",8,8,0,0,2,12
Bollinger R.D. 2004,8,8,0,0,2,12
Masi Levarìe Soave Classico 2017,6,9,0,0,1,12
Ch. Sérilhan 2012,10,8,5,0,0,13
Georges Duboeuf Beaujolais Village 2017,6,7,6,0,0,12.5
Vidal-Fleury Crozes-Hermitage 2015,9,8,8,0,0,13
Blû Secco Frizzante Bianco,3,8,0,0,3,10.5
Blû Secco Frizzante Rosé,5,7,0,0,3,10.5
Bonterra Organic Zinfandel 2016,11,7,8,0,0,15
Ch. Vieux Moulin 2011,8,4,8,0,0,13
Nipozzano Chianti Rúfina Riserva 2015,8,8,9,0,0,13
Domìni Veneti Amarone della Valpolicella Classico 2015,9,8,8,0,0,15.5
De Leite Ma Mère Spéciale,5,8,0,6,0,6
Masi Masianco 2018,7,7,0,0,2,13
Negrar Amarone della Valpolicella Classico 2014,10,8,8,0,0,15.5
De Martino Viejas Tinajas Cinsault 2014,8,8,6,0,0,13
Tariquet Chardonnay 2018,6,8,0,0,1,12
Terroir Al Límit Terra de Cuques 2016,8,9,0,0,1,13
Terroir Al Límit Arbossar 2016,8,8,8,0,0,14
Terroir Al Límit Torroja 2016,8,8,7,0,0,13.5
Terroir Al Límit Dits del Terra 2016,9,8,8,0,0,13.5
Terroir Al Límit Les Maynes 2015,9,8,8,0,0,14
Terroir Al Límit Les Tosses 2015,9,8,8,0,0,13.5
Terroir Al Límit Pedra de Guix 2015,8,9,0,0,1,13
De Muller Chardonnay 2018,9,8,0,0,1,13.5
De Muller Syrah 2016,10,9,10,0,0,14
Byrne Aussiemento Double Pass Shiraz 2017,8,10,8,0,0,15
Byrne Aussiemento Double Pass Shiraz 2017,8,10,8,0,0,14.5
Schloss Vollrads Riesling Trocken Alte Reben 2016,5,10,0,0,2,13
Kriek De Ranke,5,11,0,4,0,7
Wild Beer Zintuki,7,9,0,7,0,7.3
Ch. Musar 2003,9,8,8,0,0,14
La Chablisienne Dame Nature Chablis 2017,7,8,0,0,1,12.5
Barone Montalto Ammasso 2016,9,5,5,0,0,14.5
AmByth CrossLyn Zinfandel 2013,7,8,8,0,0,14.4
Stemmari Passiata 2014,8,7,7,0,0,13.5
COS Pithos Rosso 2015,6,6,6,0,0,12
Alta Alella Bruant Cava Brut Nature 2016,7,8,0,0,1,12
Alta Alella Bruant Cava Brut Nature 2016,5,6,0,0,1,12
Montes Purple Angel 2013,8,7,8,0,0,14.5
Jeeper Grand Assemblage Brut,8,8,0,0,2,12
Jeeper Grande Réserve Brut,9,8,0,0,2,12
Lindheim Farmers Reserve Rasperry Brett Saison,8,11,0,4,0,8
Clara C' Fiori di Prosecco,5,9,0,0,3,11
De Glazen Toren Cuvée Angélique,8,4,0,4,0,8.3
Torraccia del Piantavigna Ghemme 2009,9,8,8,0,0,14
Torraccia del Piantavigna Tre Confini Nebbiolo 2015,8,8,9,0,0,12.5
Bollinger 007 Dressed to kill 2009,10,10,0,0,2,12
Nino Negri Inferno Valtellina Superiore 2016,10,9,9,0,0,13.5
Nino Negri Sciúr Valtellina Superiore 2013,9,9,7,0,0,13
Nino Negri Sassorosso Grumello Valtellina Superiore 2015,10,9,8,0,0,13.5
Ch. Moulin Haut Villars 2008,9,7,7,0,0,13.5
